area,item,unit,year,value
"China, Taiwan Province of",Sheep,kt,2021,0
"China, Taiwan Province of",Sheep,kt,2022,0
"China, Taiwan Province of",Sheep,kt,2023,0
"China, Taiwan Province of",Swine,kt,2010,1.0335
"China, Taiwan Province of",Swine,kt,2011,1.043
"China, Taiwan Province of",Swine,kt,2012,1.0564
"China, Taiwan Province of",Swine,kt,2013,1.0124
"China, Taiwan Province of",Swine,kt,2014,0.979
"China, Taiwan Province of",Swine,kt,2015,0.9349
"China, Taiwan Province of",Swine,kt,2016,0.9267
"China, Taiwan Province of",Swine,kt,2017,0.9176
"China, Taiwan Province of",Swine,kt,2018,0.916
"China, Taiwan Province of",Swine,kt,2019,0.9297
"China, Taiwan Province of",Swine,kt,2020,0.9294
"China, Taiwan Province of",Swine,kt,2021,0.9225
"China, Taiwan Province of",Swine,kt,2022,0.8964
"China, Taiwan Province of",Swine,kt,2023,0.8694
"China, mainland",Buffalo,kt,2010,53.9092
"China, mainland",Buffalo,kt,2011,51.5158
"China, mainland",Buffalo,kt,2012,50.1612
"China, mainland",Buffalo,kt,2013,49.3296
"China, mainland",Buffalo,kt,2014,49.3296
"China, mainland",Buffalo,kt,2015,49.4477
"China, mainland",Buffalo,kt,2016,49.714
"China, mainland",Buffalo,kt,2017,48.4991
"China, mainland",Buffalo,kt,2018,49.6205
"China, mainland",Buffalo,kt,2019,50.1668
"China, mainland",Buffalo,kt,2020,52.4933
"China, mainland",Buffalo,kt,2021,53.8942
"China, mainland",Buffalo,kt,2022,56.0824
"China, mainland",Buffalo,kt,2023,57.6891
"China, mainland",Cattle,kt,2010,114.3472
"China, mainland",Cattle,kt,2011,109.2068
"China, mainland",Cattle,kt,2012,106.3014
"China, mainland",Cattle,kt,2013,104.5166
"China, mainland",Cattle,kt,2014,104.4577
"China, mainland",Cattle,kt,2015,104.8155
"China, mainland",Cattle,kt,2016,105.3915
"China, mainland",Cattle,kt,2017,102.788
"China, mainland",Cattle,kt,2018,105.184
"China, mainland",Cattle,kt,2019,106.2896
"China, mainland",Cattle,kt,2020,111.1675
"China, mainland",Cattle,kt,2021,114.0489
"China, mainland",Cattle,kt,2022,118.6232
"China, mainland",Cattle,kt,2023,121.9352
"China, mainland",Goats,kt,2010,48.5214
"China, mainland",Goats,kt,2011,48.1537
"China, mainland",Goats,kt,2012,47.6234
"China, mainland",Goats,kt,2013,46.6841
"China, mainland",Goats,kt,2014,46.6841
"China, mainland",Goats,kt,2015,48.4274
"China, mainland",Goats,kt,2016,49.5896
"China, mainland",Goats,kt,2017,47.2524
"China, mainland",Goats,kt,2018,46.401
"China, mainland",Goats,kt,2019,46.9085
"China, mainland",Goats,kt,2020,45.6167
"China, mainland",Goats,kt,2021,45.5702
"China, mainland",Goats,kt,2022,45.2031
"China, mainland",Goats,kt,2023,44.2117
"China, mainland",Sheep,kt,2010,41.241
"China, mainland",Sheep,kt,2011,41.3588
"China, mainland",Sheep,kt,2012,41.3694
"China, mainland",Sheep,kt,2013,43.3477
"China, mainland",Sheep,kt,2014,43.3457
"China, mainland",Sheep,kt,2015,46.032
"China, mainland",Sheep,kt,2016,47.289
"China, mainland",Sheep,kt,2017,46.5544
"China, mainland",Sheep,kt,2018,45.791
"China, mainland",Sheep,kt,2019,46.3872
"China, mainland",Sheep,kt,2020,49.1127
"China, mainland",Sheep,kt,2021,52.8811
"China, mainland",Sheep,kt,2022,55.0526
"China, mainland",Sheep,kt,2023,54.7557
"China, mainland",Swine,kt,2010,78.848
"China, mainland",Swine,kt,2011,79.3699
"China, mainland",Swine,kt,2012,80.9808
"China, mainland",Swine,kt,2013,80.7497
"China, mainland",Swine,kt,2014,80.7497
"China, mainland",Swine,kt,2015,79.5139
"China, mainland",Swine,kt,2016,77.2254
"China, mainland",Swine,kt,2017,74.4536
"China, mainland",Swine,kt,2018,72.1913
"China, mainland",Swine,kt,2019,52.3358
"China, mainland",Swine,kt,2020,68.5382
"China, mainland",Swine,kt,2021,75.7409
"China, mainland",Swine,kt,2022,76.3033
"China, mainland",Swine,kt,2023,73.2116
Cyprus,Cattle,kt,2010,0.1089
Cyprus,Cattle,kt,2011,0.1131
Cyprus,Cattle,kt,2012,0.1135
Cyprus,Cattle,kt,2013,0.115
Cyprus,Cattle,kt,2014,0.1219
Cyprus,Cattle,kt,2015,0.1184
Cyprus,Cattle,kt,2016,0.1303
Cyprus,Cattle,kt,2017,0.1379
Cyprus,Cattle,kt,2018,0.146
Cyprus,Cattle,kt,2019,0.1538
Cyprus,Cattle,kt,2020,0.1727
Cyprus,Cattle,kt,2021,0.1751
Cyprus,Cattle,kt,2022,0.169
Cyprus,Cattle,kt,2023,0.1708
Cyprus,Goats,kt,2010,0.1033
Cyprus,Goats,kt,2011,0.0975
Cyprus,Goats,kt,2012,0.0911
Cyprus,Goats,kt,2013,0.0817
Cyprus,Goats,kt,2014,0.0806
Cyprus,Goats,kt,2015,0.0796
Cyprus,Goats,kt,2016,0.0828
Cyprus,Goats,kt,2017,0.0865
Cyprus,Goats,kt,2018,0.0841
Cyprus,Goats,kt,2019,0.0839
Cyprus,Goats,kt,2020,0.0877
Cyprus,Goats,kt,2021,0.0864
Cyprus,Goats,kt,2022,0.0841
Cyprus,Goats,kt,2023,
Cyprus,Sheep,kt,2010,0.0881
Cyprus,Sheep,kt,2011,0.0953
Cyprus,Sheep,kt,2012,0.0929
Cyprus,Sheep,kt,2013,0.0839
Cyprus,Sheep,kt,2014,0.0863
Cyprus,Sheep,kt,2015,0.0795
Cyprus,Sheep,kt,2016,0.0814
Cyprus,Sheep,kt,2017,0.0861
Cyprus,Sheep,kt,2018,0.0833
Cyprus,Sheep,kt,2019,0.0866
Cyprus,Sheep,kt,2020,0.0874
Cyprus,Sheep,kt,2021,0.0939
Cyprus,Sheep,kt,2022,0.0919
Cyprus,Sheep,kt,2023,
Cyprus,Swine,kt,2010,0.3129
Cyprus,Swine,kt,2011,0.2964
Cyprus,Swine,kt,2012,0.2664
Cyprus,Swine,kt,2013,0.2415
Cyprus,Swine,kt,2014,0.2308
Cyprus,Swine,kt,2015,0.2416
Cyprus,Swine,kt,2016,0.2381
Cyprus,Swine,kt,2017,0.2363
Cyprus,Swine,kt,2018,0.2444
Cyprus,Swine,kt,2019,0.2374
Cyprus,Swine,kt,2020,0.2423
Cyprus,Swine,kt,2021,0.2433
Cyprus,Swine,kt,2022,0.2233
Cyprus,Swine,kt,2023,0.209
Democratic People's Republic of Korea,Cattle,kt,2010,0.9692
Democratic People's Republic of Korea,Cattle,kt,2011,0.9691
Democratic People's Republic of Korea,Cattle,kt,2012,0.9672
Democratic People's Republic of Korea,Cattle,kt,2013,0.9672
Democratic People's Republic of Korea,Cattle,kt,2014,0.9664
Democratic People's Republic of Korea,Cattle,kt,2015,0.965
Democratic People's Republic of Korea,Cattle,kt,2016,0.9681
Democratic People's Republic of Korea,Cattle,kt,2017,0.9681
Democratic People's Republic of Korea,Cattle,kt,2018,0.9681
Democratic People's Republic of Korea,Cattle,kt,2019,0.9715
Democratic People's Republic of Korea,Cattle,kt,2020,0.9765
Democratic People's Republic of Korea,Cattle,kt,2021,0.9741
Democratic People's Republic of Korea,Cattle,kt,2022,0.9602
Democratic People's Republic of Korea,Cattle,kt,2023,0.9637
Democratic People's Republic of Korea,Goats,kt,2010,1.2155
Democratic People's Republic of Korea,Goats,kt,2011,1.25
Democratic People's Republic of Korea,Goats,kt,2012,1.261
Democratic People's Republic of Korea,Goats,kt,2013,1.2586
Democratic People's Republic of Korea,Goats,kt,2014,1.2528
Democratic People's Republic of Korea,Goats,kt,2015,1.2543
Democratic People's Republic of Korea,Goats,kt,2016,1.2586
Democratic People's Republic of Korea,Goats,kt,2017,1.2593
Democratic People's Republic of Korea,Goats,kt,2018,1.2411
Democratic People's Republic of Korea,Goats,kt,2019,1.2664
Democratic People's Republic of Korea,Goats,kt,2020,1.2829
Democratic People's Republic of Korea,Goats,kt,2021,1.2962
Democratic People's Republic of Korea,Goats,kt,2022,1.3304
Democratic People's Republic of Korea,Goats,kt,2023,1.3367
Democratic People's Republic of Korea,Sheep,kt,2010,0.0471
Democratic People's Republic of Korea,Sheep,kt,2011,0.0477
Democratic People's Republic of Korea,Sheep,kt,2012,0.0477
Democratic People's Republic of Korea,Sheep,kt,2013,0.0477
Democratic People's Republic of Korea,Sheep,kt,2014,0.0477
Democratic People's Republic of Korea,Sheep,kt,2015,0.0474
Democratic People's Republic of Korea,Sheep,kt,2016,0.0477
Democratic People's Republic of Korea,Sheep,kt,2017,0.0477
Democratic People's Republic of Korea,Sheep,kt,2018,0.0474
Democratic People's Republic of Korea,Sheep,kt,2019,0.048
Democratic People's Republic of Korea,Sheep,kt,2020,0.0485
Democratic People's Republic of Korea,Sheep,kt,2021,0.0478
Democratic People's Republic of Korea,Sheep,kt,2022,0.0471
Democratic People's Republic of Korea,Sheep,kt,2023,0.0473
Democratic People's Republic of Korea,Swine,kt,2010,0.379
Democratic People's Republic of Korea,Swine,kt,2011,0.3826
Democratic People's Republic of Korea,Swine,kt,2012,0.4817
Democratic People's Republic of Korea,Swine,kt,2013,0.3819
Democratic People's Republic of Korea,Swine,kt,2014,0.3541
Democratic People's Republic of Korea,Swine,kt,2015,0.3925
Democratic People's Republic of Korea,Swine,kt,2016,0.4353
Democratic People's Republic of Korea,Swine,kt,2017,0.4385
Democratic People's Republic of Korea,Swine,kt,2018,0.4372
Democratic People's Republic of Korea,Swine,kt,2019,0.4132
Democratic People's Republic of Korea,Swine,kt,2020,0.3888
Democratic People's Republic of Korea,Swine,kt,2021,0.3739
Democratic People's Republic of Korea,Swine,kt,2022,0.3988
Democratic People's Republic of Korea,Swine,kt,2023,0.4023
Georgia,Buffalo,kt,2010,0.0193
Georgia,Buffalo,kt,2011,0.0194
Georgia,Buffalo,kt,2012,0.0196
Georgia,Buffalo,kt,2013,0.0207
Georgia,Buffalo,kt,2014,0.022
Georgia,Buffalo,kt,2015,0.022
Georgia,Buffalo,kt,2016,0.0214
Georgia,Buffalo,kt,2017,0.0212
Georgia,Buffalo,kt,2018,0.0211
Georgia,Buffalo,kt,2019,0.0211
Georgia,Buffalo,kt,2020,0.0216
Georgia,Buffalo,kt,2021,0.022
Georgia,Buffalo,kt,2022,0.0222
Georgia,Buffalo,kt,2023,0.0224
Georgia,Cattle,kt,2010,2.2066
Georgia,Cattle,kt,2011,2.2644
Georgia,Cattle,kt,2012,2.5286
Georgia,Cattle,kt,2013,2.5389
Georgia,Cattle,kt,2014,2.5982
Georgia,Cattle,kt,2015,2.0904
Georgia,Cattle,kt,2016,2.1161
Georgia,Cattle,kt,2017,2.0394
Georgia,Cattle,kt,2018,1.9244
Georgia,Cattle,kt,2019,1.8569
Georgia,Cattle,kt,2020,1.829
Georgia,Cattle,kt,2021,1.9334
Georgia,Cattle,kt,2022,1.9389
Georgia,Cattle,kt,2023,1.794
Georgia,Goats,kt,2010,0.024
Georgia,Goats,kt,2011,0.0192
Georgia,Goats,kt,2012,0.018
Georgia,Goats,kt,2013,0.0183
Georgia,Goats,kt,2014,0.0204
Georgia,Goats,kt,2015,0.018
Georgia,Goats,kt,2016,0.0167
Georgia,Goats,kt,2017,0.0204
Georgia,Goats,kt,2018,0.0172
Georgia,Goats,kt,2019,0.0169
Georgia,Goats,kt,2020,0.0167
Georgia,Goats,kt,2021,0.0169
Georgia,Goats,kt,2022,0.0176
Georgia,Goats,kt,2023,0.0169
Georgia,Sheep,kt,2010,0.1613
Georgia,Sheep,kt,2011,0.1598
Georgia,Sheep,kt,2012,0.1544
Georgia,Sheep,kt,2013,0.1843
Georgia,Sheep,kt,2014,0.2131
Georgia,Sheep,kt,2015,0.2319
Georgia,Sheep,kt,2016,0.2253
Georgia,Sheep,kt,2017,0.2345
Georgia,Sheep,kt,2018,0.2292
Georgia,Sheep,kt,2019,0.2193
Georgia,Sheep,kt,2020,0.2254
Georgia,Sheep,kt,2021,0.24
Georgia,Sheep,kt,2022,0.2421
Georgia,Sheep,kt,2023,0.2313
Georgia,Swine,kt,2010,0.0912
Georgia,Swine,kt,2011,0.0743
Georgia,Swine,kt,2012,0.0709
Georgia,Swine,kt,2013,0.1379
Georgia,Swine,kt,2014,0.129
Georgia,Swine,kt,2015,0.1145
Georgia,Swine,kt,2016,0.109
Georgia,Swine,kt,2017,0.0919
Georgia,Swine,kt,2018,0.1017
Georgia,Swine,kt,2019,0.1101
Georgia,Swine,kt,2020,0.1049
Georgia,Swine,kt,2021,0.1118
Georgia,Swine,kt,2022,0.1032
Georgia,Swine,kt,2023,0.1014
India,Buffalo,kt,2010,91.1217
India,Buffalo,kt,2011,91.7055
India,Buffalo,kt,2012,92.2479
India,Buffalo,kt,2013,92.8402
India,Buffalo,kt,2014,93.3493
India,Buffalo,kt,2015,93.6155
India,Buffalo,kt,2016,93.6561
India,Buffalo,kt,2017,93.5475
India,Buffalo,kt,2018,93.388
India,Buffalo,kt,2019,93.2235
India,Buffalo,kt,2020,93.0658
India,Buffalo,kt,2021,94.5684
India,Buffalo,kt,2022,94.8238
India,Buffalo,kt,2023,95.089
India,Cattle,kt,2010,101.1273
India,Cattle,kt,2011,101.3168
India,Cattle,kt,2012,101.3688
India,Cattle,kt,2013,100.9253
India,Cattle,kt,2014,101.1401
India,Cattle,kt,2015,102.4724
India,Cattle,kt,2016,104.3883
India,Cattle,kt,2017,106.248
India,Cattle,kt,2018,108.2823
India,Cattle,kt,2019,110.0263
India,Cattle,kt,2020,113.0497
India,Cattle,kt,2021,114.1024
India,Cattle,kt,2022,115.1131
India,Cattle,kt,2023,117.613
India,Goats,kt,2010,46.939
India,Goats,kt,2011,46.5723
India,Goats,kt,2012,46.2049
India,Goats,kt,2013,47.8713
India,Goats,kt,2014,48.2968
India,Goats,kt,2015,48.8372
India,Goats,kt,2016,49.3348
India,Goats,kt,2017,49.8409
India,Goats,kt,2018,50.3505
India,Goats,kt,2019,50.8918
India,Goats,kt,2020,51.4198
India,Goats,kt,2021,51.8627
India,Goats,kt,2022,52.302
India,Goats,kt,2023,52.7299
India,Sheep,kt,2010,19.2211
India,Sheep,kt,2011,18.8733
India,Sheep,kt,2012,18.4622
India,Sheep,kt,2013,19.5621
India,Sheep,kt,2014,19.7804
India,Sheep,kt,2015,20.0645
India,Sheep,kt,2016,20.33
India,Sheep,kt,2017,20.6021
India,Sheep,kt,2018,20.8767
India,Sheep,kt,2019,21.0701
India,Sheep,kt,2020,21.2693
India,Sheep,kt,2021,21.6027
India,Sheep,kt,2022,21.7777
India,Sheep,kt,2023,21.9677
India,Swine,kt,2010,1.4785
India,Swine,kt,2011,1.4564
India,Swine,kt,2012,1.4304
India,Swine,kt,2013,1.4077
India,Swine,kt,2014,1.3896
India,Swine,kt,2015,1.3689
India,Swine,kt,2016,1.346
India,Swine,kt,2017,1.3187
India,Swine,kt,2018,1.2886
India,Swine,kt,2019,1.2584
India,Swine,kt,2020,1.2283
India,Swine,kt,2021,1.2231
India,Swine,kt,2022,1.1993
India,Swine,kt,2023,1.1759
Indonesia,Buffalo,kt,2010,3.6591
Indonesia,Buffalo,kt,2011,2.3882
Indonesia,Buffalo,kt,2012,2.632
Indonesia,Buffalo,kt,2013,2.0305
Indonesia,Buffalo,kt,2014,2.4432
Indonesia,Buffalo,kt,2015,2.4647
Indonesia,Buffalo,kt,2016,2.4798
Indonesia,Buffalo,kt,2017,2.419
Indonesia,Buffalo,kt,2018,1.6365
Indonesia,Buffalo,kt,2019,2.0748
Indonesia,Buffalo,kt,2020,2.1121
Indonesia,Buffalo,kt,2021,2.0919
Indonesia,Buffalo,kt,2022,2.1414
Indonesia,Buffalo,kt,2023,1.8603
Indonesia,Cattle,kt,2010,22.8793
Indonesia,Cattle,kt,2011,24.9646
Indonesia,Cattle,kt,2012,26.9165
Indonesia,Cattle,kt,2013,21.3737
Indonesia,Cattle,kt,2014,24.8137
Indonesia,Cattle,kt,2015,25.9822
Indonesia,Cattle,kt,2016,26.9676
Indonesia,Cattle,kt,2017,27.6848
Indonesia,Cattle,kt,2018,27.6852
Indonesia,Cattle,kt,2019,28.5278
Indonesia,Cattle,kt,2020,29.3898
Indonesia,Cattle,kt,2021,30.2949
Indonesia,Cattle,kt,2022,31.363
Indonesia,Cattle,kt,2023,31.74
Indonesia,Goats,kt,2010,5.6809
Indonesia,Goats,kt,2011,5.7925
Indonesia,Goats,kt,2012,6.1206
Indonesia,Goats,kt,2013,6.3238
Indonesia,Goats,kt,2014,6.3714
Indonesia,Goats,kt,2015,6.499
Indonesia,Goats,kt,2016,6.1005
Indonesia,Goats,kt,2017,6.2239
Indonesia,Goats,kt,2018,6.2575
Indonesia,Goats,kt,2019,6.3111
Indonesia,Goats,kt,2020,6.3885
Indonesia,Goats,kt,2021,6.4619
Indonesia,Goats,kt,2022,6.6306
Indonesia,Goats,kt,2023,6.7152
Indonesia,Sheep,kt,2010,3.0432
Indonesia,Sheep,kt,2011,3.3454
Indonesia,Sheep,kt,2012,3.8078
Indonesia,Sheep,kt,2013,4.235
Indonesia,Sheep,kt,2014,4.5658
Indonesia,Sheep,kt,2015,4.8304
Indonesia,Sheep,kt,2016,4.4593
Indonesia,Sheep,kt,2017,4.8639
Indonesia,Sheep,kt,2018,4.9969
Indonesia,Sheep,kt,2019,5.06
Indonesia,Sheep,kt,2020,4.972
Indonesia,Sheep,kt,2021,4.4365
Indonesia,Sheep,kt,2022,4.4306
Indonesia,Sheep,kt,2023,4.4049
Indonesia,Swine,kt,2010,1.2606
Indonesia,Swine,kt,2011,1.2687
Indonesia,Swine,kt,2012,1.332
Indonesia,Swine,kt,2013,1.2812
Indonesia,Swine,kt,2014,1.2973
Indonesia,Swine,kt,2015,1.3165
Indonesia,Swine,kt,2016,1.3326
Indonesia,Swine,kt,2017,1.3928
Indonesia,Swine,kt,2018,1.3917
Indonesia,Swine,kt,2019,1.4402
Indonesia,Swine,kt,2020,1.2852
Indonesia,Swine,kt,2021,1.2103
Indonesia,Swine,kt,2022,1.2275
Indonesia,Swine,kt,2023,1.2289
Iran (Islamic Republic of),Buffalo,kt,2010,0.1655
Iran (Islamic Republic of),Buffalo,kt,2011,0.1672
Iran (Islamic Republic of),Buffalo,kt,2012,0.1689
Iran (Islamic Republic of),Buffalo,kt,2013,0.1714
Iran (Islamic Republic of),Buffalo,kt,2014,0.0904
Iran (Islamic Republic of),Buffalo,kt,2015,0.0858
Iran (Islamic Republic of),Buffalo,kt,2016,0.1062
Iran (Islamic Republic of),Buffalo,kt,2017,0.1076
Iran (Islamic Republic of),Buffalo,kt,2018,0.1155
Iran (Islamic Republic of),Buffalo,kt,2019,0.121
Iran (Islamic Republic of),Buffalo,kt,2020,0.1452
Iran (Islamic Republic of),Buffalo,kt,2021,0.1697
Iran (Islamic Republic of),Buffalo,kt,2022,0.1612
Iran (Islamic Republic of),Buffalo,kt,2023,0.1358
Iran (Islamic Republic of),Cattle,kt,2010,4.863
Iran (Islamic Republic of),Cattle,kt,2011,4.3758
Iran (Islamic Republic of),Cattle,kt,2012,4.4013
Iran (Islamic Republic of),Cattle,kt,2013,4.3904
Iran (Islamic Republic of),Cattle,kt,2014,3.083
Iran (Islamic Republic of),Cattle,kt,2015,2.9138
Iran (Islamic Republic of),Cattle,kt,2016,3.1718
Iran (Islamic Republic of),Cattle,kt,2017,3.1059
Iran (Islamic Republic of),Cattle,kt,2018,3.3485
Iran (Islamic Republic of),Cattle,kt,2019,3.451
Iran (Islamic Republic of),Cattle,kt,2020,3.4537
Iran (Islamic Republic of),Cattle,kt,2021,3.7374
Iran (Islamic Republic of),Cattle,kt,2022,3.7002
Iran (Islamic Republic of),Cattle,kt,2023,3.4811
Iran (Islamic Republic of),Goats,kt,2010,7.3269
Iran (Islamic Republic of),Goats,kt,2011,7.2538
Iran (Islamic Republic of),Goats,kt,2012,7.1813
Iran (Islamic Republic of),Goats,kt,2013,7.0384
Iran (Islamic Republic of),Goats,kt,2014,6.9757
Iran (Islamic Republic of),Goats,kt,2015,5.4412
Iran (Islamic Republic of),Goats,kt,2016,5.4735
Iran (Islamic Republic of),Goats,kt,2017,5.3704
Iran (Islamic Republic of),Goats,kt,2018,5.272
Iran (Islamic Republic of),Goats,kt,2019,5.1391
Iran (Islamic Republic of),Goats,kt,2020,5.696
Iran (Islamic Republic of),Goats,kt,2021,6.244
Iran (Islamic Republic of),Goats,kt,2022,6.2584
Iran (Islamic Republic of),Goats,kt,2023,6.2969
Iran (Islamic Republic of),Sheep,kt,2010,13.5031
Iran (Islamic Republic of),Sheep,kt,2011,13.2443
Iran (Islamic Republic of),Sheep,kt,2012,13.1118
Iran (Islamic Republic of),Sheep,kt,2013,12.8899
Iran (Islamic Republic of),Sheep,kt,2014,8.915
Iran (Islamic Republic of),Sheep,kt,2015,12.6918
Iran (Islamic Republic of),Sheep,kt,2016,12.4153
Iran (Islamic Republic of),Sheep,kt,2017,11.3577
Iran (Islamic Republic of),Sheep,kt,2018,11.3488
Iran (Islamic Republic of),Sheep,kt,2019,11.7192
Iran (Islamic Republic of),Sheep,kt,2020,13.2182
Iran (Islamic Republic of),Sheep,kt,2021,15.2841
Iran (Islamic Republic of),Sheep,kt,2022,15.7704
Iran (Islamic Republic of),Sheep,kt,2023,14.7576
Iraq,Buffalo,kt,2010,0.3355
Iraq,Buffalo,kt,2011,0.3435
Iraq,Buffalo,kt,2012,0.3549
Iraq,Buffalo,kt,2013,0.2055
Iraq,Buffalo,kt,2014,0.2131
Iraq,Buffalo,kt,2015,0.2211
Iraq,Buffalo,kt,2016,0.2293
Iraq,Buffalo,kt,2017,0.2379
Iraq,Buffalo,kt,2018,0.2468
Iraq,Buffalo,kt,2019,0.256
Iraq,Buffalo,kt,2020,0.2655
Iraq,Buffalo,kt,2021,0.2754
Iraq,Buffalo,kt,2022,0.2857
Iraq,Buffalo,kt,2023,0.2964
Iraq,Cattle,kt,2010,4.8288
Iraq,Cattle,kt,2011,4.9717
Iraq,Cattle,kt,2012,4.9965
Iraq,Cattle,kt,2013,5.1009
Iraq,Cattle,kt,2014,5.3112
Iraq,Cattle,kt,2015,3.4449
Iraq,Cattle,kt,2016,3.5153
Iraq,Cattle,kt,2017,3.5869
Iraq,Cattle,kt,2018,3.6602
Iraq,Cattle,kt,2019,3.7349
Iraq,Cattle,kt,2020,3.8112
Iraq,Cattle,kt,2021,3.889
Iraq,Cattle,kt,2022,3.9684
Iraq,Cattle,kt,2023,4.0495
Iraq,Goats,kt,2010,0.5103
Iraq,Goats,kt,2011,0.5257
Iraq,Goats,kt,2012,0.5415
Iraq,Goats,kt,2013,0.4017
Iraq,Goats,kt,2014,0.4088
Iraq,Goats,kt,2015,0.416
Iraq,Goats,kt,2016,0.4234
Iraq,Goats,kt,2017,0.4309
Iraq,Goats,kt,2018,0.4386
Iraq,Goats,kt,2019,0.4464
Iraq,Goats,kt,2020,0.4543
Iraq,Goats,kt,2021,0.4624
Iraq,Goats,kt,2022,0.4706
Iraq,Goats,kt,2023,0.4789
Iraq,Sheep,kt,2010,2.1274
Iraq,Sheep,kt,2011,2.1911
Iraq,Sheep,kt,2012,2.1956
Iraq,Sheep,kt,2013,1.7447
Iraq,Sheep,kt,2014,1.7525
Iraq,Sheep,kt,2015,1.7604
Iraq,Sheep,kt,2016,1.7683
Iraq,Sheep,kt,2017,1.7763
Iraq,Sheep,kt,2018,1.7843
Iraq,Sheep,kt,2019,1.7923
Iraq,Sheep,kt,2020,1.8004
Iraq,Sheep,kt,2021,1.8085
Iraq,Sheep,kt,2022,1.8166
Iraq,Sheep,kt,2023,1.8248
Israel,Cattle,kt,2010,0.8342
Israel,Cattle,kt,2011,0.8369
Israel,Cattle,kt,2012,0.8414
Israel,Cattle,kt,2013,0.8944
Israel,Cattle,kt,2014,0.8881
Israel,Cattle,kt,2015,0.9531
Israel,Cattle,kt,2016,0.9642
Israel,Cattle,kt,2017,0.9681
Israel,Cattle,kt,2018,1.0355
Israel,Cattle,kt,2019,1.0459
Israel,Cattle,kt,2020,1.0033
Israel,Cattle,kt,2021,1.0521
Israel,Cattle,kt,2022,1.0982
Israel,Cattle,kt,2023,1.0924
Israel,Goats,kt,2010,0.0336
Israel,Goats,kt,2011,0.0359
Israel,Goats,kt,2012,0.0336
Israel,Goats,kt,2013,0.0336
Israel,Goats,kt,2014,0.052
Israel,Goats,kt,2015,0.0432
Israel,Goats,kt,2016,0.0398
Israel,Goats,kt,2017,0.0301
Israel,Goats,kt,2018,0.0364
Israel,Goats,kt,2019,0.0361
Israel,Goats,kt,2020,0.0391
Israel,Goats,kt,2021,0.039
Israel,Goats,kt,2022,0.0485
Israel,Goats,kt,2023,0.0383
Israel,Sheep,kt,2010,0.1192
Israel,Sheep,kt,2011,0.1301
Israel,Sheep,kt,2012,0.1446
Israel,Sheep,kt,2013,0.1446
Israel,Sheep,kt,2014,0.1595
Israel,Sheep,kt,2015,0.1449
Israel,Sheep,kt,2016,0.1308
Israel,Sheep,kt,2017,0.1391
Israel,Sheep,kt,2018,0.1278
Israel,Sheep,kt,2019,0.139
Israel,Sheep,kt,2020,0.1339
Israel,Sheep,kt,2021,0.1392
Israel,Sheep,kt,2022,0.1473
Israel,Sheep,kt,2023,0.1339
Israel,Swine,kt,2010,0.1505
Israel,Swine,kt,2011,0.1512
Israel,Swine,kt,2012,0.1512
Israel,Swine,kt,2013,0.1194
Israel,Swine,kt,2014,0.1282
Israel,Swine,kt,2015,0.1282
Israel,Swine,kt,2016,0.1282
Israel,Swine,kt,2017,0.1282
Israel,Swine,kt,2018,0.1154
Israel,Swine,kt,2019,0.1121
Israel,Swine,kt,2020,0.124
Israel,Swine,kt,2021,0.1104
Israel,Swine,kt,2022,0.0942
Israel,Swine,kt,2023,0.0898
Japan,Cattle,kt,2010,7.2437
Japan,Cattle,kt,2011,7.0013
Japan,Cattle,kt,2012,6.9117
Japan,Cattle,kt,2013,6.7337
Japan,Cattle,kt,2014,6.564
Japan,Cattle,kt,2015,6.3951
Japan,Cattle,kt,2016,6.3341
Japan,Cattle,kt,2017,6.3335
Japan,Cattle,kt,2018,6.368
Japan,Cattle,kt,2019,6.3574
Japan,Cattle,kt,2020,6.4791
Japan,Cattle,kt,2021,6.5688
Japan,Cattle,kt,2022,6.6076
Japan,Cattle,kt,2023,6.7093
Japan,Goats,kt,2010,0.0066
Japan,Goats,kt,2011,0.0068
Japan,Goats,kt,2012,0.007
Japan,Goats,kt,2013,0.0073
Japan,Goats,kt,2014,0.0075
Japan,Goats,kt,2015,0.0075
Japan,Goats,kt,2016,0.0075
Japan,Goats,kt,2017,0.0075
Japan,Goats,kt,2018,0.0075
Japan,Goats,kt,2019,0.0074
Japan,Goats,kt,2020,0.0074
Japan,Goats,kt,2021,0.0076
Japan,Goats,kt,2022,0.0077
Japan,Goats,kt,2023,0.0077
Japan,Sheep,kt,2010,0.0059
Japan,Sheep,kt,2011,0.0061
Japan,Sheep,kt,2012,0.0063
Japan,Sheep,kt,2013,0.0064
Japan,Sheep,kt,2014,0.0065
Japan,Sheep,kt,2015,0.0067
Japan,Sheep,kt,2016,0.0068
Japan,Sheep,kt,2017,0.0067
Japan,Sheep,kt,2018,0.0066
Japan,Sheep,kt,2019,0.0066
Japan,Sheep,kt,2020,0.0068
Japan,Sheep,kt,2021,0.0069
Japan,Sheep,kt,2022,0.0071
Japan,Sheep,kt,2023,0.0073
Japan,Swine,kt,2010,1.6523
Japan,Swine,kt,2011,1.6469
Japan,Swine,kt,2012,1.6414
Japan,Swine,kt,2013,1.6329
Japan,Swine,kt,2014,1.608
Japan,Swine,kt,2015,1.585
Japan,Swine,kt,2016,1.5702
Japan,Swine,kt,2017,1.5758
Japan,Swine,kt,2018,1.5493
Japan,Swine,kt,2019,1.5437
Japan,Swine,kt,2020,1.5572
