area,item,year,value
Myanmar,Bovine Meat,2017,8.55
Myanmar,Bovine Meat,2018,8.69
Myanmar,Bovine Meat,2019,9.17
Myanmar,Bovine Meat,2020,2.62
Myanmar,Bovine Meat,2021,2.63
Myanmar,Bovine Meat,2022,2.7
Myanmar,Bovine Meat,2023,2.65
Myanmar,Mutton & Goat Meat,2010,0.96
Myanmar,Mutton & Goat Meat,2011,1.1
Myanmar,Mutton & Goat Meat,2012,1.2
Myanmar,Mutton & Goat Meat,2013,1.32
Myanmar,Mutton & Goat Meat,2014,1.5
Myanmar,Mutton & Goat Meat,2015,1.73
Myanmar,Mutton & Goat Meat,2016,1.79
Myanmar,Mutton & Goat Meat,2017,1.78
Myanmar,Mutton & Goat Meat,2018,2.41
Myanmar,Mutton & Goat Meat,2019,1.78
Myanmar,Mutton & Goat Meat,2020,0.21
Myanmar,Mutton & Goat Meat,2021,0.22
Myanmar,Mutton & Goat Meat,2022,0.22
Myanmar,Mutton & Goat Meat,2023,0.22
Myanmar,Pigmeat,2010,11.41
Myanmar,Pigmeat,2011,11.96
Myanmar,Pigmeat,2012,12.88
Myanmar,Pigmeat,2013,14.1
Myanmar,Pigmeat,2014,15.72
Myanmar,Pigmeat,2015,16.4
Myanmar,Pigmeat,2016,16.46
Myanmar,Pigmeat,2017,16.96
Myanmar,Pigmeat,2018,19.52
Myanmar,Pigmeat,2019,20.14
Myanmar,Pigmeat,2020,5.06
Myanmar,Pigmeat,2021,5.18
Myanmar,Pigmeat,2022,5.94
Myanmar,Pigmeat,2023,5.91
Myanmar,Poultry Meat,2010,20.73
Myanmar,Poultry Meat,2011,21.31
Myanmar,Poultry Meat,2012,23.27
Myanmar,Poultry Meat,2013,25.22
Myanmar,Poultry Meat,2014,28.87
Myanmar,Poultry Meat,2015,30.92
Myanmar,Poultry Meat,2016,30.95
Myanmar,Poultry Meat,2017,32.02
Myanmar,Poultry Meat,2018,32.22
Myanmar,Poultry Meat,2019,30.01
Myanmar,Poultry Meat,2020,12.4
Myanmar,Poultry Meat,2021,12.26
Myanmar,Poultry Meat,2022,12.19
Myanmar,Poultry Meat,2023,12.09
Myanmar,"Meat, Other",2010,0.01
Myanmar,"Meat, Other",2011,0.02
Myanmar,"Meat, Other",2012,0.02
Myanmar,"Meat, Other",2013,0.02
Myanmar,"Meat, Other",2014,0
Myanmar,"Meat, Other",2015,0.01
Myanmar,"Meat, Other",2016,0
Myanmar,"Meat, Other",2017,0
Myanmar,"Meat, Other",2018,0
Myanmar,"Meat, Other",2019,0
Myanmar,"Meat, Other",2020,0
Myanmar,"Meat, Other",2021,0
Myanmar,"Meat, Other",2022,0
Myanmar,"Meat, Other",2023,0
Nepal,Bovine Meat,2010,7.76
Nepal,Bovine Meat,2011,7.84
Nepal,Bovine Meat,2012,7.83
Nepal,Bovine Meat,2013,7.94
Nepal,Bovine Meat,2014,7.79
Nepal,Bovine Meat,2015,7.9
Nepal,Bovine Meat,2016,7.82
Nepal,Bovine Meat,2017,7.94
Nepal,Bovine Meat,2018,8.17
Nepal,Bovine Meat,2019,9.9
Nepal,Bovine Meat,2020,6.54
Nepal,Bovine Meat,2021,6.39
Nepal,Bovine Meat,2022,6.53
Nepal,Bovine Meat,2023,3.92
Nepal,Mutton & Goat Meat,2010,1.92
Nepal,Mutton & Goat Meat,2011,2.02
Nepal,Mutton & Goat Meat,2012,2.06
Nepal,Mutton & Goat Meat,2013,2.11
Nepal,Mutton & Goat Meat,2014,2.23
Nepal,Mutton & Goat Meat,2015,2.28
Nepal,Mutton & Goat Meat,2016,2.44
Nepal,Mutton & Goat Meat,2017,2.51
Nepal,Mutton & Goat Meat,2018,2.62
Nepal,Mutton & Goat Meat,2019,3.11
Nepal,Mutton & Goat Meat,2020,2.68
Nepal,Mutton & Goat Meat,2021,2.5
Nepal,Mutton & Goat Meat,2022,2.6
Nepal,Mutton & Goat Meat,2023,2.66
Nepal,Pigmeat,2010,0.62
Nepal,Pigmeat,2011,0.65
Nepal,Pigmeat,2012,0.66
Nepal,Pigmeat,2013,0.67
Nepal,Pigmeat,2014,0.67
Nepal,Pigmeat,2015,0.7
Nepal,Pigmeat,2016,0.84
Nepal,Pigmeat,2017,0.88
Nepal,Pigmeat,2018,1.01
Nepal,Pigmeat,2019,1.06
Nepal,Pigmeat,2020,1.02
Nepal,Pigmeat,2021,1.07
Nepal,Pigmeat,2022,1.21
Nepal,Pigmeat,2023,1.1
Nepal,Poultry Meat,2010,0.62
Nepal,Poultry Meat,2011,1.33
Nepal,Poultry Meat,2012,1.48
Nepal,Poultry Meat,2013,1.57
Nepal,Poultry Meat,2014,1.57
Nepal,Poultry Meat,2015,1.64
Nepal,Poultry Meat,2016,1.98
Nepal,Poultry Meat,2017,2.06
Nepal,Poultry Meat,2018,2.16
Nepal,Poultry Meat,2019,2.53
Nepal,Poultry Meat,2020,8.81
Nepal,Poultry Meat,2021,7.72
Nepal,Poultry Meat,2022,6.92
Nepal,Poultry Meat,2023,6.8
Nepal,"Meat, Other",2010,0
Nepal,"Meat, Other",2011,0
Nepal,"Meat, Other",2012,0
Nepal,"Meat, Other",2013,0
Nepal,"Meat, Other",2014,0
Nepal,"Meat, Other",2015,0
Nepal,"Meat, Other",2016,0
Nepal,"Meat, Other",2017,0
Nepal,"Meat, Other",2018,0
Nepal,"Meat, Other",2019,0
Nepal,"Meat, Other",2020,0
Nepal,"Meat, Other",2021,0
Nepal,"Meat, Other",2022,0
Nepal,"Meat, Other",2023,0
Oman,Bovine Meat,2010,13.1
Oman,Bovine Meat,2011,12.54
Oman,Bovine Meat,2012,13.49
Oman,Bovine Meat,2013,14.4
Oman,Bovine Meat,2014,12.8
Oman,Bovine Meat,2015,10.41
Oman,Bovine Meat,2016,8.95
Oman,Bovine Meat,2017,9.48
Oman,Bovine Meat,2018,9.54
Oman,Bovine Meat,2019,9.13
Oman,Bovine Meat,2020,8.77
Oman,Bovine Meat,2021,11.1
Oman,Bovine Meat,2022,9.26
Oman,Bovine Meat,2023,5.69
Oman,Mutton & Goat Meat,2010,15.13
Oman,Mutton & Goat Meat,2011,14.12
Oman,Mutton & Goat Meat,2012,12.51
Oman,Mutton & Goat Meat,2013,12.13
Oman,Mutton & Goat Meat,2014,12.76
Oman,Mutton & Goat Meat,2015,12.25
Oman,Mutton & Goat Meat,2016,12.12
Oman,Mutton & Goat Meat,2017,11.98
Oman,Mutton & Goat Meat,2018,12.1
Oman,Mutton & Goat Meat,2019,12.08
Oman,Mutton & Goat Meat,2020,11.9
Oman,Mutton & Goat Meat,2021,12.75
Oman,Mutton & Goat Meat,2022,12.58
Oman,Mutton & Goat Meat,2023,11.95
Oman,Pigmeat,2010,0.01
Oman,Pigmeat,2011,0.01
Oman,Pigmeat,2012,0.01
Oman,Pigmeat,2013,0.01
Oman,Pigmeat,2014,0.01
Oman,Pigmeat,2015,0.01
Oman,Pigmeat,2016,0.01
Oman,Pigmeat,2017,0.01
Oman,Pigmeat,2018,0.15
Oman,Pigmeat,2019,0.24
Oman,Pigmeat,2020,0.05
Oman,Pigmeat,2021,0.06
Oman,Pigmeat,2022,0.48
Oman,Pigmeat,2023,1.24
Oman,Poultry Meat,2010,26.64
Oman,Poultry Meat,2011,25.58
Oman,Poultry Meat,2012,26.49
Oman,Poultry Meat,2013,26.04
Oman,Poultry Meat,2014,24.44
Oman,Poultry Meat,2015,23.02
Oman,Poultry Meat,2016,21.48
Oman,Poultry Meat,2017,22.27
Oman,Poultry Meat,2018,21.76
Oman,Poultry Meat,2019,25.54
Oman,Poultry Meat,2020,19.97
Oman,Poultry Meat,2021,22.65
Oman,Poultry Meat,2022,19.73
Oman,Poultry Meat,2023,15.06
Oman,"Meat, Other",2010,3.11
Oman,"Meat, Other",2011,2.95
Oman,"Meat, Other",2012,2.49
Oman,"Meat, Other",2013,3.52
Oman,"Meat, Other",2014,2.31
Oman,"Meat, Other",2015,2.55
Oman,"Meat, Other",2016,2.52
Oman,"Meat, Other",2017,2.5
Oman,"Meat, Other",2018,2.51
Oman,"Meat, Other",2019,3.53
Oman,"Meat, Other",2020,3.69
Oman,"Meat, Other",2021,3.84
Oman,"Meat, Other",2022,3.47
Oman,"Meat, Other",2023,3.65
Pakistan,Bovine Meat,2010,7.35
Pakistan,Bovine Meat,2011,7.43
Pakistan,Bovine Meat,2012,7.48
Pakistan,Bovine Meat,2013,7.61
Pakistan,Bovine Meat,2014,7.69
Pakistan,Bovine Meat,2015,7.78
Pakistan,Bovine Meat,2016,8
Pakistan,Bovine Meat,2017,9.1
Pakistan,Bovine Meat,2018,9.25
Pakistan,Bovine Meat,2019,9.33
Pakistan,Bovine Meat,2020,9.47
Pakistan,Bovine Meat,2021,9.63
Pakistan,Bovine Meat,2022,9.14
Pakistan,Bovine Meat,2023,9.22
Pakistan,Mutton & Goat Meat,2010,2.09
Pakistan,Mutton & Goat Meat,2011,2.09
Pakistan,Mutton & Goat Meat,2012,2.11
Pakistan,Mutton & Goat Meat,2013,2.13
Pakistan,Mutton & Goat Meat,2014,2.15
Pakistan,Mutton & Goat Meat,2015,2.17
Pakistan,Mutton & Goat Meat,2016,2.2
Pakistan,Mutton & Goat Meat,2017,3.12
Pakistan,Mutton & Goat Meat,2018,3.14
Pakistan,Mutton & Goat Meat,2019,3.14
Pakistan,Mutton & Goat Meat,2020,3.14
Pakistan,Mutton & Goat Meat,2021,3.17
Pakistan,Mutton & Goat Meat,2022,3.18
Pakistan,Mutton & Goat Meat,2023,3.18
Pakistan,Pigmeat,2010,0
Pakistan,Pigmeat,2011,0
Pakistan,Pigmeat,2012,0
Pakistan,Pigmeat,2013,0
Pakistan,Pigmeat,2014,0
Pakistan,Pigmeat,2015,0
Pakistan,Pigmeat,2016,0
Pakistan,Pigmeat,2017,0
Pakistan,Pigmeat,2018,0
Pakistan,Pigmeat,2019,0
Pakistan,Pigmeat,2020,0
Pakistan,Pigmeat,2021,0
Pakistan,Pigmeat,2022,0
Pakistan,Pigmeat,2023,0
Pakistan,Poultry Meat,2010,3.57
Pakistan,Poultry Meat,2011,3.78
Pakistan,Poultry Meat,2012,4.04
Pakistan,Poultry Meat,2013,4.32
Pakistan,Poultry Meat,2014,4.62
Pakistan,Poultry Meat,2015,4.96
Pakistan,Poultry Meat,2016,5.34
Pakistan,Poultry Meat,2017,5.73
Pakistan,Poultry Meat,2018,6.13
Pakistan,Poultry Meat,2019,6.58
Pakistan,Poultry Meat,2020,7.04
Pakistan,Poultry Meat,2021,7.55
Pakistan,Poultry Meat,2022,8.13
Pakistan,Poultry Meat,2023,8.72
Pakistan,"Meat, Other",2010,0.12
Pakistan,"Meat, Other",2011,0.11
Pakistan,"Meat, Other",2012,0.11
Pakistan,"Meat, Other",2013,0.11
Pakistan,"Meat, Other",2014,0.11
Pakistan,"Meat, Other",2015,0.11
Pakistan,"Meat, Other",2016,0.11
Pakistan,"Meat, Other",2017,0.11
Pakistan,"Meat, Other",2018,0.11
Pakistan,"Meat, Other",2019,0.13
Pakistan,"Meat, Other",2020,0.12
Pakistan,"Meat, Other",2021,0.12
Pakistan,"Meat, Other",2022,0.12
Pakistan,"Meat, Other",2023,0.12
Philippines,Bovine Meat,2010,4.53
Philippines,Bovine Meat,2011,4.31
Philippines,Bovine Meat,2012,4.03
Philippines,Bovine Meat,2013,3.93
Philippines,Bovine Meat,2014,4.31
Philippines,Bovine Meat,2015,4.22
Philippines,Bovine Meat,2016,4.44
Philippines,Bovine Meat,2017,4.58
Philippines,Bovine Meat,2018,4.56
Philippines,Bovine Meat,2019,3.51
Philippines,Bovine Meat,2020,3.02
Philippines,Bovine Meat,2021,3.67
Philippines,Bovine Meat,2022,3.85
Philippines,Bovine Meat,2023,3.36
Philippines,Mutton & Goat Meat,2010,0.58
Philippines,Mutton & Goat Meat,2011,0.51
Philippines,Mutton & Goat Meat,2012,0.51
Philippines,Mutton & Goat Meat,2013,0.54
Philippines,Mutton & Goat Meat,2014,0.51
Philippines,Mutton & Goat Meat,2015,0.51
Philippines,Mutton & Goat Meat,2016,0.51
Philippines,Mutton & Goat Meat,2017,0.52
Philippines,Mutton & Goat Meat,2018,0.52
Philippines,Mutton & Goat Meat,2019,0.31
Philippines,Mutton & Goat Meat,2020,0.27
Philippines,Mutton & Goat Meat,2021,0.29
Philippines,Mutton & Goat Meat,2022,0.28
Philippines,Mutton & Goat Meat,2023,0.26
Philippines,Pigmeat,2010,17.85
Philippines,Pigmeat,2011,17.6
Philippines,Pigmeat,2012,17.45
Philippines,Pigmeat,2013,17.57
Philippines,Pigmeat,2014,17.27
Philippines,Pigmeat,2015,17.78
Philippines,Pigmeat,2016,18.56
Philippines,Pigmeat,2017,18.41
Philippines,Pigmeat,2018,18.71
Philippines,Pigmeat,2019,15.73
Philippines,Pigmeat,2020,14.26
Philippines,Pigmeat,2021,13.84
Philippines,Pigmeat,2022,15.05
Philippines,Pigmeat,2023,14.11
Philippines,Poultry Meat,2010,10.89
Philippines,Poultry Meat,2011,10.96
Philippines,Poultry Meat,2012,11.14
Philippines,Poultry Meat,2013,11.32
Philippines,Poultry Meat,2014,12.38
Philippines,Poultry Meat,2015,12.87
Philippines,Poultry Meat,2016,13.65
Philippines,Poultry Meat,2017,13.82
Philippines,Poultry Meat,2018,14.89
Philippines,Poultry Meat,2019,16.68
Philippines,Poultry Meat,2020,16.25
Philippines,Poultry Meat,2021,15.41
Philippines,Poultry Meat,2022,15.96
Philippines,Poultry Meat,2023,15.75
Philippines,"Meat, Other",2010,0.23
Philippines,"Meat, Other",2011,0.23
Philippines,"Meat, Other",2012,0.22
Philippines,"Meat, Other",2013,0.2
Philippines,"Meat, Other",2014,0.16
Philippines,"Meat, Other",2015,0.17
Philippines,"Meat, Other",2016,0.16
Philippines,"Meat, Other",2017,0.17
Philippines,"Meat, Other",2018,0.16
Philippines,"Meat, Other",2019,0.16
Philippines,"Meat, Other",2020,0.16
Philippines,"Meat, Other",2021,0.16
Philippines,"Meat, Other",2022,0.16
Philippines,"Meat, Other",2023,0.16
Qatar,Bovine Meat,2019,10.41
Qatar,Bovine Meat,2020,11.46
Qatar,Bovine Meat,2021,13.18
Qatar,Bovine Meat,2022,17.34
Qatar,Bovine Meat,2023,13.25
Qatar,Mutton & Goat Meat,2019,14.48
Qatar,Mutton & Goat Meat,2020,13.64
Qatar,Mutton & Goat Meat,2021,13.44
Qatar,Mutton & Goat Meat,2022,10.57
Qatar,Mutton & Goat Meat,2023,9.27
Qatar,Pigmeat,2019,0.14
Qatar,Pigmeat,2020,1.41
Qatar,Pigmeat,2021,0.24
Qatar,Pigmeat,2022,0.22
Qatar,Pigmeat,2023,0.13
Qatar,Poultry Meat,2019,54.52
Qatar,Poultry Meat,2020,55.94
Qatar,Poultry Meat,2021,54.27
Qatar,Poultry Meat,2022,55.13
Qatar,Poultry Meat,2023,48.28
Qatar,"Meat, Other",2019,0.69
Qatar,"Meat, Other",2020,0.64
Qatar,"Meat, Other",2021,0.56
Qatar,"Meat, Other",2022,0.35
Qatar,"Meat, Other",2023,0.5
Republic of Korea,Bovine Meat,2010,12.84
Republic of Korea,Bovine Meat,2011,15.12
Republic of Korea,Bovine Meat,2012,14.49
Republic of Korea,Bovine Meat,2013,14.98
Republic of Korea,Bovine Meat,2014,15.99
Republic of Korea,Bovine Meat,2015,16.25
Republic of Korea,Bovine Meat,2016,16.3
Republic of Korea,Bovine Meat,2017,17.2
Republic of Korea,Bovine Meat,2018,18
Republic of Korea,Bovine Meat,2019,19.29
Republic of Korea,Bovine Meat,2020,19.07
Republic of Korea,Bovine Meat,2021,20.32
Republic of Korea,Bovine Meat,2022,19.55
Republic of Korea,Bovine Meat,2023,18.84
Republic of Korea,Mutton & Goat Meat,2010,0.12
Republic of Korea,Mutton & Goat Meat,2011,0.13
Republic of Korea,Mutton & Goat Meat,2012,0.14
Republic of Korea,Mutton & Goat Meat,2013,0.13
Republic of Korea,Mutton & Goat Meat,2014,0.17
Republic of Korea,Mutton & Goat Meat,2015,0.21
Republic of Korea,Mutton & Goat Meat,2016,0.27
Republic of Korea,Mutton & Goat Meat,2017,0.36
Republic of Korea,Mutton & Goat Meat,2018,0.37
Republic of Korea,Mutton & Goat Meat,2019,0.37
Republic of Korea,Mutton & Goat Meat,2020,0.38
Republic of Korea,Mutton & Goat Meat,2021,0.41
Republic of Korea,Mutton & Goat Meat,2022,0.56
Republic of Korea,Mutton & Goat Meat,2023,0.65
Republic of Korea,Pigmeat,2010,30.95
Republic of Korea,Pigmeat,2011,30.57
Republic of Korea,Pigmeat,2012,32.37
Republic of Korea,Pigmeat,2013,32.99
Republic of Korea,Pigmeat,2014,33.55
Republic of Korea,Pigmeat,2015,35.9
Republic of Korea,Pigmeat,2016,37.02
Republic of Korea,Pigmeat,2017,37.76
Republic of Korea,Pigmeat,2018,40.7
Republic of Korea,Pigmeat,2019,40.14
Republic of Korea,Pigmeat,2020,38
Republic of Korea,Pigmeat,2021,38.3
Republic of Korea,Pigmeat,2022,41.37
Republic of Korea,Pigmeat,2023,39.71
Republic of Korea,Poultry Meat,2010,15.31
Republic of Korea,Poultry Meat,2011,16.13
Republic of Korea,Poultry Meat,2012,16.06
Republic of Korea,Poultry Meat,2013,16.1
Republic of Korea,Poultry Meat,2014,18.14
Republic of Korea,Poultry Meat,2015,18.91
Republic of Korea,Poultry Meat,2016,19.34
Republic of Korea,Poultry Meat,2017,18.81
Republic of Korea,Poultry Meat,2018,19.74
Republic of Korea,Poultry Meat,2019,20.96
Republic of Korea,Poultry Meat,2020,22.55
Republic of Korea,Poultry Meat,2021,22.14
Republic of Korea,Poultry Meat,2022,22.2
Republic of Korea,Poultry Meat,2023,24.58
Republic of Korea,"Meat, Other",2010,0.27
Republic of Korea,"Meat, Other",2011,0.26
Republic of Korea,"Meat, Other",2012,0.26
Republic of Korea,"Meat, Other",2013,0.23
Republic of Korea,"Meat, Other",2014,0.23
Republic of Korea,"Meat, Other",2015,0.21
Republic of Korea,"Meat, Other",2016,0.19
Republic of Korea,"Meat, Other",2017,0.18
Republic of Korea,"Meat, Other",2018,0.18
Republic of Korea,"Meat, Other",2019,0.15
Republic of Korea,"Meat, Other",2020,0.15
Republic of Korea,"Meat, Other",2021,0.15
Republic of Korea,"Meat, Other",2022,0.17
Republic of Korea,"Meat, Other",2023,0.22
Saudi Arabia,Bovine Meat,2010,7.22
Saudi Arabia,Bovine Meat,2011,7.01
Saudi Arabia,Bovine Meat,2012,7.26
Saudi Arabia,Bovine Meat,2013,7.02
Saudi Arabia,Bovine Meat,2014,7.12
Saudi Arabia,Bovine Meat,2015,6.93
Saudi Arabia,Bovine Meat,2016,5.53
Saudi Arabia,Bovine Meat,2017,6.23
Saudi Arabia,Bovine Meat,2018,6.12
Saudi Arabia,Bovine Meat,2019,6.17
Saudi Arabia,Bovine Meat,2020,6.2
Saudi Arabia,Bovine Meat,2021,6.84
Saudi Arabia,Bovine Meat,2022,7.15
Saudi Arabia,Bovine Meat,2023,6.63
Saudi Arabia,Mutton & Goat Meat,2010,6.2
Saudi Arabia,Mutton & Goat Meat,2011,6.62
Saudi Arabia,Mutton & Goat Meat,2012,6.52
Saudi Arabia,Mutton & Goat Meat,2013,6.73
Saudi Arabia,Mutton & Goat Meat,2014,6.57
Saudi Arabia,Mutton & Goat Meat,2015,6.23
Saudi Arabia,Mutton & Goat Meat,2016,5.26
Saudi Arabia,Mutton & Goat Meat,2017,5.3
Saudi Arabia,Mutton & Goat Meat,2018,5.05
Saudi Arabia,Mutton & Goat Meat,2019,4.82
Saudi Arabia,Mutton & Goat Meat,2020,5.27
Saudi Arabia,Mutton & Goat Meat,2021,7.55
Saudi Arabia,Mutton & Goat Meat,2022,5.77
Saudi Arabia,Mutton & Goat Meat,2023,6.42
Saudi Arabia,Pigmeat,2022,0.14
Saudi Arabia,Pigmeat,2023,0
Saudi Arabia,Poultry Meat,2010,49.18
Saudi Arabia,Poultry Meat,2011,47.01
Saudi Arabia,Poultry Meat,2012,45.42
Saudi Arabia,Poultry Meat,2013,50.34
Saudi Arabia,Poultry Meat,2014,43.06
Saudi Arabia,Poultry Meat,2015,45.8
Saudi Arabia,Poultry Meat,2016,47.1
Saudi Arabia,Poultry Meat,2017,40.91
Saudi Arabia,Poultry Meat,2018,38.88
Saudi Arabia,Poultry Meat,2019,46.37
Saudi Arabia,Poultry Meat,2020,48.28
Saudi Arabia,Poultry Meat,2021,48.22
Saudi Arabia,Poultry Meat,2022,51.03
Saudi Arabia,Poultry Meat,2023,42.94
Saudi Arabia,"Meat, Other",2010,1.83
Saudi Arabia,"Meat, Other",2011,1.7
Saudi Arabia,"Meat, Other",2012,1.65
Saudi Arabia,"Meat, Other",2013,1.76
Saudi Arabia,"Meat, Other",2014,1.59
Saudi Arabia,"Meat, Other",2015,1.57
Saudi Arabia,"Meat, Other",2016,1.49
Saudi Arabia,"Meat, Other",2017,1.49
Saudi Arabia,"Meat, Other",2018,1.5
Saudi Arabia,"Meat, Other",2019,3.59
Saudi Arabia,"Meat, Other",2020,3.25
Saudi Arabia,"Meat, Other",2021,1.96
Saudi Arabia,"Meat, Other",2022,1.89
Saudi Arabia,"Meat, Other",2023,2.09
Sri Lanka,Bovine Meat,2010,1.6
Sri Lanka,Bovine Meat,2011,1.31
Sri Lanka,Bovine Meat,2012,1.36
Sri Lanka,Bovine Meat,2013,1.27
Sri Lanka,Bovine Meat,2014,1.13
Sri Lanka,Bovine Meat,2015,1.49
Sri Lanka,Bovine Meat,2016,1.47
Sri Lanka,Bovine Meat,2017,1.36
Sri Lanka,Bovine Meat,2018,1.36
Sri Lanka,Bovine Meat,2019,1.34
Sri Lanka,Bovine Meat,2020,1.32
Sri Lanka,Bovine Meat,2021,1.23
Sri Lanka,Bovine Meat,2022,1.21
Sri Lanka,Bovine Meat,2023,1.19
Sri Lanka,Mutton & Goat Meat,2010,0.08
Sri Lanka,Mutton & Goat Meat,2011,0.09
Sri Lanka,Mutton & Goat Meat,2012,0.09
Sri Lanka,Mutton & Goat Meat,2013,0.08
Sri Lanka,Mutton & Goat Meat,2014,0.07
Sri Lanka,Mutton & Goat Meat,2015,0.09
Sri Lanka,Mutton & Goat Meat,2016,0.09
Sri Lanka,Mutton & Goat Meat,2017,0.12
Sri Lanka,Mutton & Goat Meat,2018,0.11
Sri Lanka,Mutton & Goat Meat,2019,0.14
Sri Lanka,Mutton & Goat Meat,2020,0.13
Sri Lanka,Mutton & Goat Meat,2021,0.15
Sri Lanka,Mutton & Goat Meat,2022,0.13
Sri Lanka,Mutton & Goat Meat,2023,0.13
Sri Lanka,Pigmeat,2010,0.02
Sri Lanka,Pigmeat,2011,0.02
Sri Lanka,Pigmeat,2012,0.06
Sri Lanka,Pigmeat,2013,0.08
Sri Lanka,Pigmeat,2014,0.07
Sri Lanka,Pigmeat,2015,0.07
Sri Lanka,Pigmeat,2016,0.05
Sri Lanka,Pigmeat,2017,0.05
Sri Lanka,Pigmeat,2018,0.06
Sri Lanka,Pigmeat,2019,0.05
Sri Lanka,Pigmeat,2020,0.06
Sri Lanka,Pigmeat,2021,0.09
Sri Lanka,Pigmeat,2022,0.05
Sri Lanka,Pigmeat,2023,0.03
Sri Lanka,Poultry Meat,2010,4.86
Sri Lanka,Poultry Meat,2011,4.91
Sri Lanka,Poultry Meat,2012,5.99
Sri Lanka,Poultry Meat,2013,6.29
Sri Lanka,Poultry Meat,2014,6.61
Sri Lanka,Poultry Meat,2015,7.55
Sri Lanka,Poultry Meat,2016,8.28
Sri Lanka,Poultry Meat,2017,9.02
Sri Lanka,Poultry Meat,2018,9.64
Sri Lanka,Poultry Meat,2019,9.95
Sri Lanka,Poultry Meat,2020,9.51
Sri Lanka,Poultry Meat,2021,10.4
Sri Lanka,Poultry Meat,2022,9.98
Sri Lanka,Poultry Meat,2023,10.21
Sri Lanka,"Meat, Other",2010,0
Sri Lanka,"Meat, Other",2011,0
Sri Lanka,"Meat, Other",2012,0
Sri Lanka,"Meat, Other",2013,0
Sri Lanka,"Meat, Other",2014,0
Sri Lanka,"Meat, Other",2015,0
Sri Lanka,"Meat, Other",2016,0
Sri Lanka,"Meat, Other",2017,0
Sri Lanka,"Meat, Other",2018,0
Sri Lanka,"Meat, Other",2019,0
Sri Lanka,"Meat, Other",2020,0
Sri Lanka,"Meat, Other",2021,0
Sri Lanka,"Meat, Other",2022,0
Sri Lanka,"Meat, Other",2023,0
Syrian Arab Republic,Bovine Meat,2010,3.54
Syrian Arab Republic,Bovine Meat,2011,3.19
Syrian Arab Republic,Bovine Meat,2012,3.06
Syrian Arab Republic,Bovine Meat,2013,3.29
Syrian Arab Republic,Bovine Meat,2014,3.28
Syrian Arab Republic,Bovine Meat,2015,3.59
Syrian Arab Republic,Bovine Meat,2016,3.43
Syrian Arab Republic,Bovine Meat,2017,2.86
Syrian Arab Republic,Bovine Meat,2018,2.58
Syrian Arab Republic,Bovine Meat,2019,2.58
Syrian Arab Republic,Bovine Meat,2020,3.09
Syrian Arab Republic,Bovine Meat,2021,2.94
Syrian Arab Republic,Bovine Meat,2022,2.25
Syrian Arab Republic,Bovine Meat,2023,1.8
Syrian Arab Republic,Mutton & Goat Meat,2010,7.49
Syrian Arab Republic,Mutton & Goat Meat,2011,8.18
Syrian Arab Republic,Mutton & Goat Meat,2012,8.17
Syrian Arab Republic,Mutton & Goat Meat,2013,8.14
Syrian Arab Republic,Mutton & Goat Meat,2014,8.62
Syrian Arab Republic,Mutton & Goat Meat,2015,9
Syrian Arab Republic,Mutton & Goat Meat,2016,9.11
Syrian Arab Republic,Mutton & Goat Meat,2017,7.36
Syrian Arab Republic,Mutton & Goat Meat,2018,7.19
Syrian Arab Republic,Mutton & Goat Meat,2019,6.23
Syrian Arab Republic,Mutton & Goat Meat,2020,7.61
Syrian Arab Republic,Mutton & Goat Meat,2021,7.9
Syrian Arab Republic,Mutton & Goat Meat,2022,8.73
Syrian Arab Republic,Mutton & Goat Meat,2023,8.88
Syrian Arab Republic,Pigmeat,2010,0
Syrian Arab Republic,Pigmeat,2011,0
Syrian Arab Republic,Pigmeat,2012,0
Syrian Arab Republic,Pigmeat,2013,0
Syrian Arab Republic,Pigmeat,2014,0
Syrian Arab Republic,Pigmeat,2015,0
Syrian Arab Republic,Pigmeat,2016,0.03
Syrian Arab Republic,Pigmeat,2017,0.13
Syrian Arab Republic,Pigmeat,2018,0.16
Syrian Arab Republic,Pigmeat,2019,0.23
Syrian Arab Republic,Pigmeat,2020,0.18
Syrian Arab Republic,Pigmeat,2021,0.21
Syrian Arab Republic,Pigmeat,2022,0.09
Syrian Arab Republic,Pigmeat,2023,0.17
Syrian Arab Republic,Poultry Meat,2010,8.38
Syrian Arab Republic,Poultry Meat,2011,8.19
Syrian Arab Republic,Poultry Meat,2012,6.64
Syrian Arab Republic,Poultry Meat,2013,6.33
Syrian Arab Republic,Poultry Meat,2014,6.43
Syrian Arab Republic,Poultry Meat,2015,6.29
Syrian Arab Republic,Poultry Meat,2016,6.03
Syrian Arab Republic,Poultry Meat,2017,8.05
Syrian Arab Republic,Poultry Meat,2018,7.77
Syrian Arab Republic,Poultry Meat,2019,7.14
Syrian Arab Republic,Poultry Meat,2020,6.84
Syrian Arab Republic,Poultry Meat,2021,6.38
Syrian Arab Republic,Poultry Meat,2022,5.14
Syrian Arab Republic,Poultry Meat,2023,5.34
Syrian Arab Republic,"Meat, Other",2010,0.15
Syrian Arab Republic,"Meat, Other",2011,0.14
Syrian Arab Republic,"Meat, Other",2012,0.13
Syrian Arab Republic,"Meat, Other",2013,0.11
Syrian Arab Republic,"Meat, Other",2014,0.14
Syrian Arab Republic,"Meat, Other",2015,0.14
Syrian Arab Republic,"Meat, Other",2016,0.14
Syrian Arab Republic,"Meat, Other",2017,0.13
