area,item,unit,year,value
"China, Taiwan Province of",Sheep,kt,2020,0.0009
"China, Taiwan Province of",Sheep,kt,2021,0.0009
"China, Taiwan Province of",Sheep,kt,2022,0.0009
"China, Taiwan Province of",Sheep,kt,2023,0.0009
"China, Taiwan Province of",Swine,kt,2010,36.78
"China, Taiwan Province of",Swine,kt,2011,37.1157
"China, Taiwan Province of",Swine,kt,2012,37.5933
"China, Taiwan Province of",Swine,kt,2013,36.0283
"China, Taiwan Province of",Swine,kt,2014,34.8374
"China, Taiwan Province of",Swine,kt,2015,33.2701
"China, Taiwan Province of",Swine,kt,2016,32.9773
"China, Taiwan Province of",Swine,kt,2017,32.6543
"China, Taiwan Province of",Swine,kt,2018,32.5961
"China, Taiwan Province of",Swine,kt,2019,33.0853
"China, Taiwan Province of",Swine,kt,2020,33.0736
"China, Taiwan Province of",Swine,kt,2021,32.8295
"China, Taiwan Province of",Swine,kt,2022,31.8986
"China, Taiwan Province of",Swine,kt,2023,30.937
"China, mainland",Buffalo,kt,2010,1649.755
"China, mainland",Buffalo,kt,2011,1576.512
"China, mainland",Buffalo,kt,2012,1535.058
"China, mainland",Buffalo,kt,2013,1509.6077
"China, mainland",Buffalo,kt,2014,1509.6077
"China, mainland",Buffalo,kt,2015,1513.223
"China, mainland",Buffalo,kt,2016,1521.3727
"China, mainland",Buffalo,kt,2017,1484.1943
"China, mainland",Buffalo,kt,2018,1518.51
"China, mainland",Buffalo,kt,2019,1535.2294
"China, mainland",Buffalo,kt,2020,1606.4261
"China, mainland",Buffalo,kt,2021,1649.298
"China, mainland",Buffalo,kt,2022,1716.2628
"China, mainland",Buffalo,kt,2023,1765.4297
"China, mainland",Cattle,kt,2010,3657.8629
"China, mainland",Cattle,kt,2011,3508.042
"China, mainland",Cattle,kt,2012,3422.466
"China, mainland",Cattle,kt,2013,3370.1154
"China, mainland",Cattle,kt,2014,3381.7154
"China, mainland",Cattle,kt,2015,3368.6171
"China, mainland",Cattle,kt,2016,3384.5104
"China, mainland",Cattle,kt,2017,3307.3116
"China, mainland",Cattle,kt,2018,3379.945
"China, mainland",Cattle,kt,2019,3427.5067
"China, mainland",Cattle,kt,2020,3596.5512
"China, mainland",Cattle,kt,2021,3709.352
"China, mainland",Cattle,kt,2022,3871.0636
"China, mainland",Cattle,kt,2023,3998.9484
"China, mainland",Goats,kt,2010,725.3655
"China, mainland",Goats,kt,2011,719.8682
"China, mainland",Goats,kt,2012,711.9405
"China, mainland",Goats,kt,2013,697.8993
"China, mainland",Goats,kt,2014,697.8993
"China, mainland",Goats,kt,2015,723.9603
"China, mainland",Goats,kt,2016,741.3338
"China, mainland",Goats,kt,2017,706.3946
"China, mainland",Goats,kt,2018,693.6665
"China, mainland",Goats,kt,2019,701.2542
"China, mainland",Goats,kt,2020,681.9423
"China, mainland",Goats,kt,2021,681.2468
"China, mainland",Goats,kt,2022,675.7592
"China, mainland",Goats,kt,2023,660.9376
"China, mainland",Sheep,kt,2010,741.2942
"China, mainland",Sheep,kt,2011,743.4122
"China, mainland",Sheep,kt,2012,743.6024
"China, mainland",Sheep,kt,2013,779.1627
"China, mainland",Sheep,kt,2014,779.127
"China, mainland",Sheep,kt,2015,827.4123
"China, mainland",Sheep,kt,2016,850.0058
"China, mainland",Sheep,kt,2017,836.8023
"China, mainland",Sheep,kt,2018,823.0798
"China, mainland",Sheep,kt,2019,833.7971
"China, mainland",Sheep,kt,2020,882.786
"China, mainland",Sheep,kt,2021,950.5217
"China, mainland",Sheep,kt,2022,989.5535
"China, mainland",Sheep,kt,2023,984.2169
"China, mainland",Swine,kt,2010,1402.9575
"China, mainland",Swine,kt,2011,1412.2443
"China, mainland",Swine,kt,2012,1440.9072
"China, mainland",Swine,kt,2013,1436.7942
"China, mainland",Swine,kt,2014,1436.7942
"China, mainland",Swine,kt,2015,1414.8063
"China, mainland",Swine,kt,2016,1374.0867
"China, mainland",Swine,kt,2017,1324.7675
"China, mainland",Swine,kt,2018,1284.5134
"China, mainland",Swine,kt,2019,931.2207
"China, mainland",Swine,kt,2020,1219.5126
"China, mainland",Swine,kt,2021,1347.6726
"China, mainland",Swine,kt,2022,1357.68
"China, mainland",Swine,kt,2023,1302.6681
Cyprus,Cattle,kt,2010,2.0567
Cyprus,Cattle,kt,2011,2.1355
Cyprus,Cattle,kt,2012,2.1454
Cyprus,Cattle,kt,2013,2.1726
Cyprus,Cattle,kt,2014,2.3049
Cyprus,Cattle,kt,2015,2.2426
Cyprus,Cattle,kt,2016,2.4767
Cyprus,Cattle,kt,2017,2.6218
Cyprus,Cattle,kt,2018,2.7763
Cyprus,Cattle,kt,2019,2.9274
Cyprus,Cattle,kt,2020,3.2888
Cyprus,Cattle,kt,2021,3.3302
Cyprus,Cattle,kt,2022,3.2176
Cyprus,Cattle,kt,2023,3.2512
Cyprus,Goats,kt,2010,1.5894
Cyprus,Goats,kt,2011,1.501
Cyprus,Goats,kt,2012,1.402
Cyprus,Goats,kt,2013,1.257
Cyprus,Goats,kt,2014,1.2408
Cyprus,Goats,kt,2015,1.2249
Cyprus,Goats,kt,2016,1.275
Cyprus,Goats,kt,2017,1.332
Cyprus,Goats,kt,2018,1.2946
Cyprus,Goats,kt,2019,1.2916
Cyprus,Goats,kt,2020,1.3499
Cyprus,Goats,kt,2021,1.3293
Cyprus,Goats,kt,2022,1.2946
Cyprus,Goats,kt,2023,
Cyprus,Sheep,kt,2010,1.6936
Cyprus,Sheep,kt,2011,1.8331
Cyprus,Sheep,kt,2012,1.7862
Cyprus,Sheep,kt,2013,1.6143
Cyprus,Sheep,kt,2014,1.6604
Cyprus,Sheep,kt,2015,1.5288
Cyprus,Sheep,kt,2016,1.5666
Cyprus,Sheep,kt,2017,1.6557
Cyprus,Sheep,kt,2018,1.6016
Cyprus,Sheep,kt,2019,1.6647
Cyprus,Sheep,kt,2020,1.6806
Cyprus,Sheep,kt,2021,1.8053
Cyprus,Sheep,kt,2022,1.7685
Cyprus,Sheep,kt,2023,
Cyprus,Swine,kt,2010,1.8549
Cyprus,Swine,kt,2011,1.7569
Cyprus,Swine,kt,2012,1.5788
Cyprus,Swine,kt,2013,1.4316
Cyprus,Swine,kt,2014,1.3683
Cyprus,Swine,kt,2015,1.4322
Cyprus,Swine,kt,2016,1.4111
Cyprus,Swine,kt,2017,1.4006
Cyprus,Swine,kt,2018,1.4484
Cyprus,Swine,kt,2019,1.407
Cyprus,Swine,kt,2020,1.4362
Cyprus,Swine,kt,2021,1.4424
Cyprus,Swine,kt,2022,1.3235
Cyprus,Swine,kt,2023,1.239
Democratic People's Republic of Korea,Cattle,kt,2010,28.856
Democratic People's Republic of Korea,Cattle,kt,2011,28.885
Democratic People's Republic of Korea,Cattle,kt,2012,28.866
Democratic People's Republic of Korea,Cattle,kt,2013,28.866
Democratic People's Republic of Korea,Cattle,kt,2014,28.6409
Democratic People's Republic of Korea,Cattle,kt,2015,28.5983
Democratic People's Republic of Korea,Cattle,kt,2016,28.6912
Democratic People's Republic of Korea,Cattle,kt,2017,28.6937
Democratic People's Republic of Korea,Cattle,kt,2018,28.6938
Democratic People's Republic of Korea,Cattle,kt,2019,28.7931
Democratic People's Republic of Korea,Cattle,kt,2020,28.9416
Democratic People's Republic of Korea,Cattle,kt,2021,28.8703
Democratic People's Republic of Korea,Cattle,kt,2022,28.464
Democratic People's Republic of Korea,Cattle,kt,2023,28.5688
Democratic People's Republic of Korea,Goats,kt,2010,18.1712
Democratic People's Republic of Korea,Goats,kt,2011,18.6873
Democratic People's Republic of Korea,Goats,kt,2012,18.8508
Democratic People's Republic of Korea,Goats,kt,2013,18.815
Democratic People's Republic of Korea,Goats,kt,2014,18.7281
Democratic People's Republic of Korea,Goats,kt,2015,18.7507
Democratic People's Republic of Korea,Goats,kt,2016,18.815
Democratic People's Republic of Korea,Goats,kt,2017,18.8252
Democratic People's Republic of Korea,Goats,kt,2018,18.5544
Democratic People's Republic of Korea,Goats,kt,2019,18.9325
Democratic People's Republic of Korea,Goats,kt,2020,19.1778
Democratic People's Republic of Korea,Goats,kt,2021,19.3776
Democratic People's Republic of Korea,Goats,kt,2022,19.889
Democratic People's Republic of Korea,Goats,kt,2023,19.9834
Democratic People's Republic of Korea,Sheep,kt,2010,0.8466
Democratic People's Republic of Korea,Sheep,kt,2011,0.8568
Democratic People's Republic of Korea,Sheep,kt,2012,0.8568
Democratic People's Republic of Korea,Sheep,kt,2013,0.8568
Democratic People's Republic of Korea,Sheep,kt,2014,0.8568
Democratic People's Republic of Korea,Sheep,kt,2015,0.8516
Democratic People's Republic of Korea,Sheep,kt,2016,0.8568
Democratic People's Republic of Korea,Sheep,kt,2017,0.8568
Democratic People's Republic of Korea,Sheep,kt,2018,0.8517
Democratic People's Republic of Korea,Sheep,kt,2019,0.8619
Democratic People's Republic of Korea,Sheep,kt,2020,0.8721
Democratic People's Republic of Korea,Sheep,kt,2021,0.8586
Democratic People's Republic of Korea,Sheep,kt,2022,0.8473
Democratic People's Republic of Korea,Sheep,kt,2023,0.85
Democratic People's Republic of Korea,Swine,kt,2010,6.744
Democratic People's Republic of Korea,Swine,kt,2011,6.807
Democratic People's Republic of Korea,Swine,kt,2012,8.571
Democratic People's Republic of Korea,Swine,kt,2013,6.795
Democratic People's Republic of Korea,Swine,kt,2014,6.3
Democratic People's Republic of Korea,Swine,kt,2015,6.9841
Democratic People's Republic of Korea,Swine,kt,2016,7.746
Democratic People's Republic of Korea,Swine,kt,2017,7.803
Democratic People's Republic of Korea,Swine,kt,2018,7.779
Democratic People's Republic of Korea,Swine,kt,2019,7.353
Democratic People's Republic of Korea,Swine,kt,2020,6.918
Democratic People's Republic of Korea,Swine,kt,2021,6.6529
Democratic People's Republic of Korea,Swine,kt,2022,7.0952
Democratic People's Republic of Korea,Swine,kt,2023,7.1586
Georgia,Buffalo,kt,2010,1.003
Georgia,Buffalo,kt,2011,1.0089
Georgia,Buffalo,kt,2012,1.0148
Georgia,Buffalo,kt,2013,1.0738
Georgia,Buffalo,kt,2014,1.1387
Georgia,Buffalo,kt,2015,1.1387
Georgia,Buffalo,kt,2016,1.1105
Georgia,Buffalo,kt,2017,1.1014
Georgia,Buffalo,kt,2018,1.0949
Georgia,Buffalo,kt,2019,1.0944
Georgia,Buffalo,kt,2020,1.1228
Georgia,Buffalo,kt,2021,1.1427
Georgia,Buffalo,kt,2022,1.1513
Georgia,Buffalo,kt,2023,1.1598
Georgia,Cattle,kt,2010,42.2144
Georgia,Cattle,kt,2011,43.2432
Georgia,Cattle,kt,2012,48.1744
Georgia,Cattle,kt,2013,48.4064
Georgia,Cattle,kt,2014,49.608
Georgia,Cattle,kt,2015,40.048
Georgia,Cattle,kt,2016,40.4672
Georgia,Cattle,kt,2017,38.9552
Georgia,Cattle,kt,2018,36.7488
Georgia,Cattle,kt,2019,35.4528
Georgia,Cattle,kt,2020,34.8928
Georgia,Cattle,kt,2021,36.8384
Georgia,Cattle,kt,2022,36.9424
Georgia,Cattle,kt,2023,34.2208
Georgia,Goats,kt,2010,0.3654
Georgia,Goats,kt,2011,0.2918
Georgia,Goats,kt,2012,0.2739
Georgia,Goats,kt,2013,0.278
Georgia,Goats,kt,2014,0.3107
Georgia,Goats,kt,2015,0.2744
Georgia,Goats,kt,2016,0.2545
Georgia,Goats,kt,2017,0.3097
Georgia,Goats,kt,2018,0.2611
Georgia,Goats,kt,2019,0.257
Georgia,Goats,kt,2020,0.254
Georgia,Goats,kt,2021,0.257
Georgia,Goats,kt,2022,0.2683
Georgia,Goats,kt,2023,0.2565
Georgia,Sheep,kt,2010,3.0717
Georgia,Sheep,kt,2011,3.0437
Georgia,Sheep,kt,2012,2.9417
Georgia,Sheep,kt,2013,3.5098
Georgia,Sheep,kt,2014,4.0596
Georgia,Sheep,kt,2015,4.4161
Georgia,Sheep,kt,2016,4.2922
Georgia,Sheep,kt,2017,4.4671
Georgia,Sheep,kt,2018,4.3651
Georgia,Sheep,kt,2019,4.1774
Georgia,Sheep,kt,2020,4.2937
Georgia,Sheep,kt,2021,4.5706
Georgia,Sheep,kt,2022,4.6119
Georgia,Sheep,kt,2023,4.4054
Georgia,Swine,kt,2010,0.2704
Georgia,Swine,kt,2011,0.2202
Georgia,Swine,kt,2012,0.2102
Georgia,Swine,kt,2013,0.4086
Georgia,Swine,kt,2014,0.3824
Georgia,Swine,kt,2015,0.3394
Georgia,Swine,kt,2016,0.323
Georgia,Swine,kt,2017,0.2724
Georgia,Swine,kt,2018,0.3014
Georgia,Swine,kt,2019,0.3264
Georgia,Swine,kt,2020,0.311
Georgia,Swine,kt,2021,0.3314
Georgia,Swine,kt,2022,0.3058
Georgia,Swine,kt,2023,0.3004
India,Buffalo,kt,2010,6442.5
India,Buffalo,kt,2011,6483.78
India,Buffalo,kt,2012,6522.1273
India,Buffalo,kt,2013,6564
India,Buffalo,kt,2014,6600
India,Buffalo,kt,2015,6618.8183
India,Buffalo,kt,2016,6621.69
India,Buffalo,kt,2017,6614.0117
India,Buffalo,kt,2018,6602.732
India,Buffalo,kt,2019,6591.1007
India,Buffalo,kt,2020,6579.9505
India,Buffalo,kt,2021,6686.1935
India,Buffalo,kt,2022,6704.2496
India,Buffalo,kt,2023,6722.9998
India,Cattle,kt,2010,7085.0348
India,Cattle,kt,2011,7070.4732
India,Cattle,kt,2012,7049.6723
India,Cattle,kt,2013,7003.9027
India,Cattle,kt,2014,6985.2714
India,Cattle,kt,2015,7057.9031
India,Cattle,kt,2016,7155.8329
India,Cattle,kt,2017,7254.849
India,Cattle,kt,2018,7363.3901
India,Cattle,kt,2019,7459.8362
India,Cattle,kt,2020,7611.273
India,Cattle,kt,2021,7635.0216
India,Cattle,kt,2022,7689.4112
India,Cattle,kt,2023,7802.1384
India,Goats,kt,2010,711.0926
India,Goats,kt,2011,705.5363
India,Goats,kt,2012,699.9701
India,Goats,kt,2013,725.2148
India,Goats,kt,2014,731.662
India,Goats,kt,2015,739.848
India,Goats,kt,2016,747.3869
India,Goats,kt,2017,755.0539
India,Goats,kt,2018,762.7737
India,Goats,kt,2019,770.9736
India,Goats,kt,2020,778.9731
India,Goats,kt,2021,785.6827
India,Goats,kt,2022,792.3372
India,Goats,kt,2023,798.8194
India,Sheep,kt,2010,349.4455
India,Sheep,kt,2011,343.1214
India,Sheep,kt,2012,335.6479
India,Sheep,kt,2013,355.6438
India,Sheep,kt,2014,359.6122
India,Sheep,kt,2015,364.7774
India,Sheep,kt,2016,369.6056
India,Sheep,kt,2017,374.5521
India,Sheep,kt,2018,379.5448
India,Sheep,kt,2019,383.0603
India,Sheep,kt,2020,386.6815
India,Sheep,kt,2021,392.7426
India,Sheep,kt,2022,395.9239
India,Sheep,kt,2023,399.3779
India,Swine,kt,2010,65.6113
India,Swine,kt,2011,64.6308
India,Swine,kt,2012,63.4758
India,Swine,kt,2013,62.4664
India,Swine,kt,2014,61.6648
India,Swine,kt,2015,60.7466
India,Swine,kt,2016,59.7311
India,Swine,kt,2017,58.5178
India,Swine,kt,2018,57.1813
India,Swine,kt,2019,55.8405
India,Swine,kt,2020,54.5073
India,Swine,kt,2021,54.2749
India,Swine,kt,2022,53.2185
India,Swine,kt,2023,52.1807
Indonesia,Buffalo,kt,2010,113.9774
Indonesia,Buffalo,kt,2011,74.3894
Indonesia,Buffalo,kt,2012,81.9828
Indonesia,Buffalo,kt,2013,63.2493
Indonesia,Buffalo,kt,2014,76.1034
Indonesia,Buffalo,kt,2015,76.7743
Indonesia,Buffalo,kt,2016,77.2421
Indonesia,Buffalo,kt,2017,75.3485
Indonesia,Buffalo,kt,2018,50.9738
Indonesia,Buffalo,kt,2019,64.6275
Indonesia,Buffalo,kt,2020,65.7909
Indonesia,Buffalo,kt,2021,65.1618
Indonesia,Buffalo,kt,2022,66.7019
Indonesia,Buffalo,kt,2023,57.946
Indonesia,Cattle,kt,2010,675.3097
Indonesia,Cattle,kt,2011,739.7802
Indonesia,Cattle,kt,2012,795.9974
Indonesia,Cattle,kt,2013,629.9361
Indonesia,Cattle,kt,2014,730.6396
Indonesia,Cattle,kt,2015,764.6585
Indonesia,Cattle,kt,2016,793.4311
Indonesia,Cattle,kt,2017,814.1389
Indonesia,Cattle,kt,2018,816.2791
Indonesia,Cattle,kt,2019,839.3439
Indonesia,Cattle,kt,2020,863.9833
Indonesia,Cattle,kt,2021,890.4204
Indonesia,Cattle,kt,2022,921.3082
Indonesia,Cattle,kt,2023,930.1972
Indonesia,Goats,kt,2010,86.4474
Indonesia,Goats,kt,2011,88.1462
Indonesia,Goats,kt,2012,93.138
Indonesia,Goats,kt,2013,96.2301
Indonesia,Goats,kt,2014,96.9542
Indonesia,Goats,kt,2015,98.8957
Indonesia,Goats,kt,2016,92.8328
Indonesia,Goats,kt,2017,94.7096
Indonesia,Goats,kt,2018,95.2218
Indonesia,Goats,kt,2019,96.0365
Indonesia,Goats,kt,2020,97.2152
Indonesia,Goats,kt,2021,98.3316
Indonesia,Goats,kt,2022,100.8992
Indonesia,Goats,kt,2023,102.1869
Indonesia,Sheep,kt,2010,55.5743
Indonesia,Sheep,kt,2011,61.0935
Indonesia,Sheep,kt,2012,69.5385
Indonesia,Sheep,kt,2013,77.3391
Indonesia,Sheep,kt,2014,83.3804
Indonesia,Sheep,kt,2015,88.214
Indonesia,Sheep,kt,2016,81.4364
Indonesia,Sheep,kt,2017,88.8244
Indonesia,Sheep,kt,2018,91.254
Indonesia,Sheep,kt,2019,92.4061
Indonesia,Sheep,kt,2020,90.7996
Indonesia,Sheep,kt,2021,81.0198
Indonesia,Sheep,kt,2022,80.9112
Indonesia,Sheep,kt,2023,80.4425
Indonesia,Swine,kt,2010,52.3367
Indonesia,Swine,kt,2011,52.6735
Indonesia,Swine,kt,2012,55.3025
Indonesia,Swine,kt,2013,53.1909
Indonesia,Swine,kt,2014,53.8589
Indonesia,Swine,kt,2015,54.6566
Indonesia,Swine,kt,2016,55.3242
Indonesia,Swine,kt,2017,57.827
Indonesia,Swine,kt,2018,57.7788
Indonesia,Swine,kt,2019,59.7923
Indonesia,Swine,kt,2020,53.3591
Indonesia,Swine,kt,2021,50.2466
Indonesia,Swine,kt,2022,50.9622
Indonesia,Swine,kt,2023,51.021
Iran (Islamic Republic of),Buffalo,kt,2010,11.7
Iran (Islamic Republic of),Buffalo,kt,2011,11.82
Iran (Islamic Republic of),Buffalo,kt,2012,11.94
Iran (Islamic Republic of),Buffalo,kt,2013,12.12
Iran (Islamic Republic of),Buffalo,kt,2014,6.391
Iran (Islamic Republic of),Buffalo,kt,2015,6.0634
Iran (Islamic Republic of),Buffalo,kt,2016,7.5086
Iran (Islamic Republic of),Buffalo,kt,2017,7.6059
Iran (Islamic Republic of),Buffalo,kt,2018,8.1637
Iran (Islamic Republic of),Buffalo,kt,2019,8.5561
Iran (Islamic Republic of),Buffalo,kt,2020,10.2694
Iran (Islamic Republic of),Buffalo,kt,2021,12
Iran (Islamic Republic of),Buffalo,kt,2022,11.4
Iran (Islamic Republic of),Buffalo,kt,2023,9.6
Iran (Islamic Republic of),Cattle,kt,2010,314.094
Iran (Islamic Republic of),Cattle,kt,2011,295.5363
Iran (Islamic Republic of),Cattle,kt,2012,299.2641
Iran (Islamic Republic of),Cattle,kt,2013,300.6887
Iran (Islamic Republic of),Cattle,kt,2014,192.4278
Iran (Islamic Republic of),Cattle,kt,2015,189.8667
Iran (Islamic Republic of),Cattle,kt,2016,214.0442
Iran (Islamic Republic of),Cattle,kt,2017,202.458
Iran (Islamic Republic of),Cattle,kt,2018,218.4497
Iran (Islamic Republic of),Cattle,kt,2019,225.2571
Iran (Islamic Republic of),Cattle,kt,2020,223.7067
Iran (Islamic Republic of),Cattle,kt,2021,240.222
Iran (Islamic Republic of),Cattle,kt,2022,238.571
Iran (Islamic Republic of),Cattle,kt,2023,227.1784
Iran (Islamic Republic of),Goats,kt,2010,110.819
Iran (Islamic Republic of),Goats,kt,2011,109.7126
Iran (Islamic Republic of),Goats,kt,2012,108.6165
Iran (Islamic Republic of),Goats,kt,2013,106.4555
Iran (Islamic Republic of),Goats,kt,2014,105.5073
Iran (Islamic Republic of),Goats,kt,2015,82.2974
Iran (Islamic Republic of),Goats,kt,2016,82.7865
Iran (Islamic Republic of),Goats,kt,2017,81.2263
Iran (Islamic Republic of),Goats,kt,2018,79.7393
Iran (Islamic Republic of),Goats,kt,2019,77.7283
Iran (Islamic Republic of),Goats,kt,2020,86.1514
Iran (Islamic Republic of),Goats,kt,2021,94.4404
Iran (Islamic Republic of),Goats,kt,2022,94.6575
Iran (Islamic Republic of),Goats,kt,2023,95.2401
Iran (Islamic Republic of),Sheep,kt,2010,245.0936
Iran (Islamic Republic of),Sheep,kt,2011,240.3969
Iran (Islamic Republic of),Sheep,kt,2012,237.9918
Iran (Islamic Republic of),Sheep,kt,2013,233.9645
Iran (Islamic Republic of),Sheep,kt,2014,161.8159
Iran (Islamic Republic of),Sheep,kt,2015,230.3685
Iran (Islamic Republic of),Sheep,kt,2016,225.3486
Iran (Islamic Republic of),Sheep,kt,2017,206.1529
Iran (Islamic Republic of),Sheep,kt,2018,205.9919
Iran (Islamic Republic of),Sheep,kt,2019,212.7136
Iran (Islamic Republic of),Sheep,kt,2020,239.9231
Iran (Islamic Republic of),Sheep,kt,2021,277.4202
Iran (Islamic Republic of),Sheep,kt,2022,286.2473
Iran (Islamic Republic of),Sheep,kt,2023,267.8635
Iraq,Buffalo,kt,2010,17.7
Iraq,Buffalo,kt,2011,18.12
Iraq,Buffalo,kt,2012,18.72
Iraq,Buffalo,kt,2013,10.8397
Iraq,Buffalo,kt,2014,11.2441
Iraq,Buffalo,kt,2015,11.6635
Iraq,Buffalo,kt,2016,12.0985
Iraq,Buffalo,kt,2017,12.5498
Iraq,Buffalo,kt,2018,13.0179
Iraq,Buffalo,kt,2019,13.5035
Iraq,Buffalo,kt,2020,14.0072
Iraq,Buffalo,kt,2021,14.5297
Iraq,Buffalo,kt,2022,15.0716
Iraq,Buffalo,kt,2023,15.6338
Iraq,Cattle,kt,2010,89.792
Iraq,Cattle,kt,2011,92.448
Iraq,Cattle,kt,2012,92.912
Iraq,Cattle,kt,2013,94.832
Iraq,Cattle,kt,2014,98.704
Iraq,Cattle,kt,2015,64.4249
Iraq,Cattle,kt,2016,65.7377
Iraq,Cattle,kt,2017,67.0734
Iraq,Cattle,kt,2018,68.4403
Iraq,Cattle,kt,2019,69.8335
Iraq,Cattle,kt,2020,71.256
Iraq,Cattle,kt,2021,72.7076
Iraq,Cattle,kt,2022,74.1887
Iraq,Cattle,kt,2023,75.7001
Iraq,Goats,kt,2010,7.8532
Iraq,Goats,kt,2011,8.091
Iraq,Goats,kt,2012,8.334
Iraq,Goats,kt,2013,6.1816
Iraq,Goats,kt,2014,6.2914
Iraq,Goats,kt,2015,6.403
Iraq,Goats,kt,2016,6.5167
Iraq,Goats,kt,2017,6.6324
Iraq,Goats,kt,2018,6.7501
Iraq,Goats,kt,2019,6.8699
Iraq,Goats,kt,2020,6.9918
Iraq,Goats,kt,2021,7.116
Iraq,Goats,kt,2022,7.2423
Iraq,Goats,kt,2023,7.3708
Iraq,Sheep,kt,2010,40.9168
Iraq,Sheep,kt,2011,42.1424
Iraq,Sheep,kt,2012,42.23
Iraq,Sheep,kt,2013,33.5565
Iraq,Sheep,kt,2014,33.7075
Iraq,Sheep,kt,2015,33.8592
Iraq,Sheep,kt,2016,34.0116
Iraq,Sheep,kt,2017,34.1646
Iraq,Sheep,kt,2018,34.3183
Iraq,Sheep,kt,2019,34.4728
Iraq,Sheep,kt,2020,34.6279
Iraq,Sheep,kt,2021,34.7837
Iraq,Sheep,kt,2022,34.9403
Iraq,Sheep,kt,2023,35.0975
Israel,Cattle,kt,2010,15.68
Israel,Cattle,kt,2011,15.728
Israel,Cattle,kt,2012,15.808
Israel,Cattle,kt,2013,16.784
Israel,Cattle,kt,2014,16.672
Israel,Cattle,kt,2015,17.856
Israel,Cattle,kt,2016,18.0576
Israel,Cattle,kt,2017,18.1283
Israel,Cattle,kt,2018,19.3782
Israel,Cattle,kt,2019,19.5661
Israel,Cattle,kt,2020,18.7981
Israel,Cattle,kt,2021,19.6863
Israel,Cattle,kt,2022,20.5352
Israel,Cattle,kt,2023,20.416
Israel,Goats,kt,2010,0.517
Israel,Goats,kt,2011,0.5532
Israel,Goats,kt,2012,0.517
Israel,Goats,kt,2013,0.517
Israel,Goats,kt,2014,0.8
Israel,Goats,kt,2015,0.6646
Israel,Goats,kt,2016,0.612
Israel,Goats,kt,2017,0.4639
Israel,Goats,kt,2018,0.5606
Israel,Goats,kt,2019,0.5552
Israel,Goats,kt,2020,0.6012
Israel,Goats,kt,2021,0.5997
Israel,Goats,kt,2022,0.7471
Israel,Goats,kt,2023,0.59
Israel,Sheep,kt,2010,2.2917
Israel,Sheep,kt,2011,2.5029
Israel,Sheep,kt,2012,2.781
Israel,Sheep,kt,2013,2.781
Israel,Sheep,kt,2014,3.0684
Israel,Sheep,kt,2015,2.7875
Israel,Sheep,kt,2016,2.5161
Israel,Sheep,kt,2017,2.6761
Israel,Sheep,kt,2018,2.4583
Israel,Sheep,kt,2019,2.6726
Israel,Sheep,kt,2020,2.575
Israel,Sheep,kt,2021,2.678
Israel,Sheep,kt,2022,2.8325
Israel,Sheep,kt,2023,2.575
Israel,Swine,kt,2010,0.892
Israel,Swine,kt,2011,0.896
Israel,Swine,kt,2012,0.896
Israel,Swine,kt,2013,0.7076
Israel,Swine,kt,2014,0.76
Israel,Swine,kt,2015,0.76
Israel,Swine,kt,2016,0.76
Israel,Swine,kt,2017,0.76
Israel,Swine,kt,2018,0.684
Israel,Swine,kt,2019,0.6642
Israel,Swine,kt,2020,0.7352
Israel,Swine,kt,2021,0.6544
Israel,Swine,kt,2022,0.5582
Israel,Swine,kt,2023,0.532
Japan,Cattle,kt,2010,240.8579
Japan,Cattle,kt,2011,232.9696
Japan,Cattle,kt,2012,228.4789
Japan,Cattle,kt,2013,222.7681
Japan,Cattle,kt,2014,216.9258
Japan,Cattle,kt,2015,211.3202
Japan,Cattle,kt,2016,209.6311
Japan,Cattle,kt,2017,208.9692
Japan,Cattle,kt,2018,209.7825
Japan,Cattle,kt,2019,209.207
Japan,Cattle,kt,2020,212.654
Japan,Cattle,kt,2021,215.5574
Japan,Cattle,kt,2022,217.0807
Japan,Cattle,kt,2023,219.1131
Japan,Goats,kt,2010,0.077
Japan,Goats,kt,2011,0.0795
Japan,Goats,kt,2012,0.0821
Japan,Goats,kt,2013,0.0857
Japan,Goats,kt,2014,0.0872
Japan,Goats,kt,2015,0.0877
Japan,Goats,kt,2016,0.088
Japan,Goats,kt,2017,0.0879
Japan,Goats,kt,2018,0.0871
Japan,Goats,kt,2019,0.0864
Japan,Goats,kt,2020,0.0871
Japan,Goats,kt,2021,0.0889
Japan,Goats,kt,2022,0.0895
Japan,Goats,kt,2023,0.0901
Japan,Sheep,kt,2010,0.0983
Japan,Sheep,kt,2011,0.1024
Japan,Sheep,kt,2012,0.1048
Japan,Sheep,kt,2013,0.1065
Japan,Sheep,kt,2014,0.1089
Japan,Sheep,kt,2015,0.1113
Japan,Sheep,kt,2016,0.1138
Japan,Sheep,kt,2017,0.1114
Japan,Sheep,kt,2018,0.1101
Japan,Sheep,kt,2019,0.1094
Japan,Sheep,kt,2020,0.1133
Japan,Sheep,kt,2021,0.1154
Japan,Sheep,kt,2022,0.1186
Japan,Sheep,kt,2023,0.1225
Japan,Swine,kt,2010,34.3
Japan,Swine,kt,2011,34.188
Japan,Swine,kt,2012,34.0725
Japan,Swine,kt,2013,33.8975
Japan,Swine,kt,2014,33.3795
Japan,Swine,kt,2015,32.9031
Japan,Swine,kt,2016,32.5955
Japan,Swine,kt,2017,32.711
Japan,Swine,kt,2018,32.1615
