Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2735,"Meat, Other",2016,2016,kcal/cap/d,0.21,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2735,"Meat, Other",2016,2016,g/cap/d,0.03,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2017,2017,kg/cap,0.04,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2735,"Meat, Other",2017,2017,kcal/cap/d,0.27,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2735,"Meat, Other",2017,2017,g/cap/d,0.04,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2018,2018,kg/cap,0.06,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2735,"Meat, Other",2018,2018,kcal/cap/d,0.39,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2735,"Meat, Other",2018,2018,g/cap/d,0.06,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2019,2019,kg/cap,0.1,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2735,"Meat, Other",2019,2019,kcal/cap/d,0.76,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2735,"Meat, Other",2019,2019,g/cap/d,0.14,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2020,2020,kg/cap,0.04,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2735,"Meat, Other",2020,2020,kcal/cap/d,0.2,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2735,"Meat, Other",2020,2020,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2021,2021,kg/cap,0.03,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2735,"Meat, Other",2021,2021,kcal/cap/d,0.18,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2735,"Meat, Other",2021,2021,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2022,2022,kg/cap,0.03,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2735,"Meat, Other",2022,2022,kcal/cap/d,0.19,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2735,"Meat, Other",2022,2022,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2023,2023,kg/cap,0.07,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2735,"Meat, Other",2023,2023,kcal/cap/d,0.45,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2735,"Meat, Other",2023,2023,g/cap/d,0.08,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2010,2010,kg/cap,1.45,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2761,Freshwater Fish,2010,2010,kcal/cap/d,3.1,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2010,2010,g/cap/d,0.45,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2011,2011,kg/cap,1.49,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2761,Freshwater Fish,2011,2011,kcal/cap/d,3.16,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2011,2011,g/cap/d,0.46,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2012,2012,kg/cap,1.95,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2761,Freshwater Fish,2012,2012,kcal/cap/d,4.12,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2012,2012,g/cap/d,0.6,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2013,2013,kg/cap,3.14,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2761,Freshwater Fish,2013,2013,kcal/cap/d,6.71,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2013,2013,g/cap/d,0.97,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2014,2014,kg/cap,4.39,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2761,Freshwater Fish,2014,2014,kcal/cap/d,9.38,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2014,2014,g/cap/d,1.36,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2015,2015,kg/cap,4.95,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2761,Freshwater Fish,2015,2015,kcal/cap/d,10.59,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2015,2015,g/cap/d,1.53,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2016,2016,kg/cap,5.1,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2761,Freshwater Fish,2016,2016,kcal/cap/d,10.89,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2016,2016,g/cap/d,1.57,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2017,2017,kg/cap,4.42,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2761,Freshwater Fish,2017,2017,kcal/cap/d,9.45,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2017,2017,g/cap/d,1.37,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2018,2018,kg/cap,4.65,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2761,Freshwater Fish,2018,2018,kcal/cap/d,9.89,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2018,2018,g/cap/d,1.43,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2019,2019,kg/cap,4.36,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2761,Freshwater Fish,2019,2019,kcal/cap/d,9.33,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2019,2019,g/cap/d,1.35,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2020,2020,kg/cap,2.87,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2761,Freshwater Fish,2020,2020,kcal/cap/d,6.14,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2020,2020,g/cap/d,0.89,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2021,2021,kg/cap,3.33,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2761,Freshwater Fish,2021,2021,kcal/cap/d,7.12,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2021,2021,g/cap/d,1.03,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2022,2022,kg/cap,3.32,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2761,Freshwater Fish,2022,2022,kcal/cap/d,7.1,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2022,2022,g/cap/d,1.03,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2023,2023,kg/cap,3.25,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2761,Freshwater Fish,2023,2023,kcal/cap/d,6.95,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2023,2023,g/cap/d,1,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2010,2010,kg/cap,0.11,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2010,2010,kcal/cap/d,0.21,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2010,2010,g/cap/d,0.04,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2011,2011,kg/cap,0.12,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2011,2011,kcal/cap/d,0.23,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2011,2011,g/cap/d,0.04,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2012,2012,kg/cap,0.04,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2012,2012,kcal/cap/d,0.09,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2012,2012,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2013,2013,kg/cap,0.07,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2013,2013,kcal/cap/d,0.14,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2013,2013,g/cap/d,0.03,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2014,2014,kg/cap,0.17,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2014,2014,kcal/cap/d,0.2,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2014,2014,g/cap/d,0.04,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2015,2015,kg/cap,0.2,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2015,2015,kcal/cap/d,0.27,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2015,2015,g/cap/d,0.05,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2016,2016,kg/cap,0.17,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2016,2016,kcal/cap/d,0.23,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2016,2016,g/cap/d,0.04,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2017,2017,kg/cap,0.14,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2017,2017,kcal/cap/d,0.21,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2017,2017,g/cap/d,0.04,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2018,2018,kg/cap,0.05,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2018,2018,kcal/cap/d,0.11,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2018,2018,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2019,2019,kg/cap,0.05,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2019,2019,kcal/cap/d,0.09,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2019,2019,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2020,2020,kg/cap,0.05,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2020,2020,kcal/cap/d,0.09,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2020,2020,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2021,2021,kg/cap,0.06,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2021,2021,kcal/cap/d,0.09,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2021,2021,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2022,2022,kg/cap,0.06,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2022,2022,kcal/cap/d,0.09,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2022,2022,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2023,2023,kg/cap,0.06,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2023,2023,kcal/cap/d,0.09,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2023,2023,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2010,2010,kg/cap,0.97,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2010,2010,kcal/cap/d,2.06,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2010,2010,g/cap/d,0.29,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2011,2011,kg/cap,1.47,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2011,2011,kcal/cap/d,3.29,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2011,2011,g/cap/d,0.43,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2012,2012,kg/cap,1.05,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2012,2012,kcal/cap/d,2.25,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2012,2012,g/cap/d,0.31,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2013,2013,kg/cap,0.84,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2013,2013,kcal/cap/d,1.85,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2013,2013,g/cap/d,0.24,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2014,2014,kg/cap,0.78,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2014,2014,kcal/cap/d,1.79,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2014,2014,g/cap/d,0.22,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2015,2015,kg/cap,0.74,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2015,2015,kcal/cap/d,1.75,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2015,2015,g/cap/d,0.21,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2016,2016,kg/cap,0.66,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2016,2016,kcal/cap/d,1.55,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2016,2016,g/cap/d,0.19,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2017,2017,kg/cap,0.77,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2017,2017,kcal/cap/d,1.81,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2017,2017,g/cap/d,0.22,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2018,2018,kg/cap,0.69,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2018,2018,kcal/cap/d,1.63,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2018,2018,g/cap/d,0.2,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2019,2019,kg/cap,0.6,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2019,2019,kcal/cap/d,1.44,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2019,2019,g/cap/d,0.17,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2020,2020,kg/cap,1.14,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2020,2020,kcal/cap/d,2.75,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2020,2020,g/cap/d,0.32,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2021,2021,kg/cap,1.02,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2021,2021,kcal/cap/d,2.45,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2021,2021,g/cap/d,0.29,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2022,2022,kg/cap,1.02,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2022,2022,kcal/cap/d,2.44,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2022,2022,g/cap/d,0.29,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2023,2023,kg/cap,1,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2023,2023,kcal/cap/d,2.39,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2023,2023,g/cap/d,0.28,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2010,2010,kg/cap,0.07,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2010,2010,kcal/cap/d,0.17,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2010,2010,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2011,2011,kg/cap,0.17,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2011,2011,kcal/cap/d,0.33,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2011,2011,g/cap/d,0.05,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2012,2012,kg/cap,0.39,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2012,2012,kcal/cap/d,0.64,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2012,2012,g/cap/d,0.1,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2013,2013,kg/cap,0.18,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2013,2013,kcal/cap/d,0.31,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2013,2013,g/cap/d,0.05,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2014,2014,kg/cap,0.1,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2014,2014,kcal/cap/d,0.18,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2014,2014,g/cap/d,0.03,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2015,2015,kg/cap,0.21,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2015,2015,kcal/cap/d,0.47,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2015,2015,g/cap/d,0.07,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2016,2016,kg/cap,0.16,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2016,2016,kcal/cap/d,0.38,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2016,2016,g/cap/d,0.06,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2017,2017,kg/cap,0.17,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2017,2017,kcal/cap/d,0.42,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2017,2017,g/cap/d,0.06,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2018,2018,kg/cap,0.12,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2018,2018,kcal/cap/d,0.38,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2018,2018,g/cap/d,0.06,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2019,2019,kg/cap,0.19,E,Estimated value,
FBS,Food Balances (2010-),51,Armenia,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2019,2019,kcal/cap/d,0.62,E,Estimated value,
