Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2761,Freshwater Fish,2018,2018,kcal/cap/d,2.07,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2018,2018,g/cap/d,0.29,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2019,2019,kg/cap,1.61,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2761,Freshwater Fish,2019,2019,kcal/cap/d,2.6,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2019,2019,g/cap/d,0.37,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2020,2020,kg/cap,1.64,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2761,Freshwater Fish,2020,2020,kcal/cap/d,2.64,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2020,2020,g/cap/d,0.38,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2021,2021,kg/cap,1.65,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2761,Freshwater Fish,2021,2021,kcal/cap/d,2.65,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2021,2021,g/cap/d,0.38,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2022,2022,kg/cap,1.57,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2761,Freshwater Fish,2022,2022,kcal/cap/d,2.52,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2022,2022,g/cap/d,0.36,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2023,2023,kg/cap,1.47,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2761,Freshwater Fish,2023,2023,kcal/cap/d,2.36,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2023,2023,g/cap/d,0.34,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2010,2010,kg/cap,19.63,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2010,2010,kcal/cap/d,25.71,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2010,2010,g/cap/d,4.84,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2011,2011,kg/cap,19.17,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2011,2011,kcal/cap/d,25.36,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2011,2011,g/cap/d,4.76,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2012,2012,kg/cap,12.01,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2012,2012,kcal/cap/d,17.01,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2012,2012,g/cap/d,3.14,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2013,2013,kg/cap,12.63,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2013,2013,kcal/cap/d,17.91,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2013,2013,g/cap/d,3.3,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2014,2014,kg/cap,12.77,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2014,2014,kcal/cap/d,17.83,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2014,2014,g/cap/d,3.29,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2015,2015,kg/cap,15.67,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2015,2015,kcal/cap/d,21.86,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2015,2015,g/cap/d,4.04,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2016,2016,kg/cap,13.9,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2016,2016,kcal/cap/d,19.05,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2016,2016,g/cap/d,3.53,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2017,2017,kg/cap,13.8,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2017,2017,kcal/cap/d,18.82,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2017,2017,g/cap/d,3.5,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2018,2018,kg/cap,15.77,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2018,2018,kcal/cap/d,21.48,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2018,2018,g/cap/d,4,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2019,2019,kg/cap,15.47,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2019,2019,kcal/cap/d,21.28,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2019,2019,g/cap/d,3.95,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2020,2020,kg/cap,15.7,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2020,2020,kcal/cap/d,21.61,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2020,2020,g/cap/d,4.01,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2021,2021,kg/cap,15.78,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2021,2021,kcal/cap/d,21.71,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2021,2021,g/cap/d,4.03,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2022,2022,kg/cap,15.01,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2022,2022,kcal/cap/d,20.66,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2022,2022,g/cap/d,3.84,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2023,2023,kg/cap,14.06,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2762,Demersal Fish,2023,2023,kcal/cap/d,19.35,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2023,2023,g/cap/d,3.59,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2010,2010,kg/cap,8.34,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2010,2010,kcal/cap/d,15.79,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2010,2010,g/cap/d,2.11,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2011,2011,kg/cap,7,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2011,2011,kcal/cap/d,13.11,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2011,2011,g/cap/d,1.71,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2012,2012,kg/cap,11.29,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2012,2012,kcal/cap/d,22.43,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2012,2012,g/cap/d,3.31,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2013,2013,kg/cap,11.49,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2013,2013,kcal/cap/d,22.89,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2013,2013,g/cap/d,3.22,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2014,2014,kg/cap,10.45,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2014,2014,kcal/cap/d,21.83,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2014,2014,g/cap/d,3.2,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2015,2015,kg/cap,7.64,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2015,2015,kcal/cap/d,15.99,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2015,2015,g/cap/d,2.16,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2016,2016,kg/cap,8.99,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2016,2016,kcal/cap/d,18.36,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2016,2016,g/cap/d,2.68,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2017,2017,kg/cap,8.18,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2017,2017,kcal/cap/d,16.56,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2017,2017,g/cap/d,2.49,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2018,2018,kg/cap,8.21,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2018,2018,kcal/cap/d,16.69,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2018,2018,g/cap/d,2.53,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2019,2019,kg/cap,8.23,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2019,2019,kcal/cap/d,17.01,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2019,2019,g/cap/d,2.53,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2020,2020,kg/cap,8.35,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2020,2020,kcal/cap/d,17.27,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2020,2020,g/cap/d,2.57,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2021,2021,kg/cap,8.39,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2021,2021,kcal/cap/d,17.35,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2021,2021,g/cap/d,2.58,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2022,2022,kg/cap,7.99,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2022,2022,kcal/cap/d,16.51,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2022,2022,g/cap/d,2.45,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2023,2023,kg/cap,7.48,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2763,Pelagic Fish,2023,2023,kcal/cap/d,15.47,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2023,2023,g/cap/d,2.3,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2010,2010,kg/cap,0.84,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2010,2010,kcal/cap/d,1.35,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2010,2010,g/cap/d,0.22,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2011,2011,kg/cap,2.24,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2011,2011,kcal/cap/d,3.58,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2011,2011,g/cap/d,0.58,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2012,2012,kg/cap,1.39,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2012,2012,kcal/cap/d,2.47,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2012,2012,g/cap/d,0.4,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2013,2013,kg/cap,1.18,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2013,2013,kcal/cap/d,1.89,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2013,2013,g/cap/d,0.31,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2014,2014,kg/cap,1.7,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2014,2014,kcal/cap/d,2.84,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2014,2014,g/cap/d,0.45,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2015,2015,kg/cap,3.35,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2015,2015,kcal/cap/d,5.6,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2015,2015,g/cap/d,0.89,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2016,2016,kg/cap,3.82,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2016,2016,kcal/cap/d,6.39,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2016,2016,g/cap/d,1.02,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2017,2017,kg/cap,5.53,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2017,2017,kcal/cap/d,9.29,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2017,2017,g/cap/d,1.49,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2018,2018,kg/cap,3.07,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2018,2018,kcal/cap/d,5.02,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2018,2018,g/cap/d,0.8,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2019,2019,kg/cap,3.88,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2019,2019,kcal/cap/d,6.39,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2019,2019,g/cap/d,1.02,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2020,2020,kg/cap,3.93,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2020,2020,kcal/cap/d,6.49,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2020,2020,g/cap/d,1.04,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2021,2021,kg/cap,3.95,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2021,2021,kcal/cap/d,6.52,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2021,2021,g/cap/d,1.05,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2022,2022,kg/cap,3.76,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2022,2022,kcal/cap/d,6.21,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2022,2022,g/cap/d,0.99,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2023,2023,kg/cap,3.52,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2764,"Marine Fish, Other",2023,2023,kcal/cap/d,5.81,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2023,2023,g/cap/d,0.93,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2010,2010,kg/cap,1.21,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2765,Crustaceans,2010,2010,kcal/cap/d,1.41,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2010,2010,g/cap/d,0.3,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2011,2011,kg/cap,1.08,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2765,Crustaceans,2011,2011,kcal/cap/d,1.17,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2011,2011,g/cap/d,0.25,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2012,2012,kg/cap,1.35,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2765,Crustaceans,2012,2012,kcal/cap/d,1.46,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2012,2012,g/cap/d,0.32,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2013,2013,kg/cap,1.25,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2765,Crustaceans,2013,2013,kcal/cap/d,1.33,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2013,2013,g/cap/d,0.29,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2014,2014,kg/cap,1.3,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2765,Crustaceans,2014,2014,kcal/cap/d,1.53,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2014,2014,g/cap/d,0.33,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2015,2015,kg/cap,1.01,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2765,Crustaceans,2015,2015,kcal/cap/d,1.19,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2015,2015,g/cap/d,0.26,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2016,2016,kg/cap,0.86,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2765,Crustaceans,2016,2016,kcal/cap/d,1.02,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2016,2016,g/cap/d,0.22,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2017,2017,kg/cap,0.97,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2765,Crustaceans,2017,2017,kcal/cap/d,1.07,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2017,2017,g/cap/d,0.23,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2018,2018,kg/cap,1.28,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2765,Crustaceans,2018,2018,kcal/cap/d,1.38,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2018,2018,g/cap/d,0.3,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2019,2019,kg/cap,1.66,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2765,Crustaceans,2019,2019,kcal/cap/d,1.87,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2019,2019,g/cap/d,0.4,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2020,2020,kg/cap,1.69,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2765,Crustaceans,2020,2020,kcal/cap/d,1.9,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2020,2020,g/cap/d,0.41,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2021,2021,kg/cap,1.69,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2765,Crustaceans,2021,2021,kcal/cap/d,1.9,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2021,2021,g/cap/d,0.41,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2022,2022,kg/cap,1.61,E,Estimated value,
FBS,Food Balances (2010-),512,Oman,664,Food supply (kcal/capita/day),S2765,Crustaceans,2022,2022,kcal/cap/d,1.81,E,Estimated value,
